Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level,error,level
,"The Data Science Engineering minor is designed for students who wish to develop their knowledge in the area of data science. The minor consists of courses from several computer science areas, including data management, machine learning, and artificial intelligence, as well as specific data science courses. The minor is designed to provide students with a solid foundation in the algorithmic, computational, and statistical aspects of data science. It is intended for students who are not majoring in Computer Science or Computer Science and Engineering, but who want to gain a significant understanding of the field.",https://www.seasoasa.ucla.edu/data-science-engineering-minor/,,Minor in Data Science Engineering,https://www.seasoasa.ucla.edu/wp-content/uploads/seasoasa/UCLASamueli-Anncmt-24-25.pdf,Minor,,
"Spatial Humanities, Textual Analysis, and Digital Media","The Digital Humanities minor provides students with a suite of digital skills and a critical understanding of the role of technology in humanistic research and in society at large. It is designed for students who wish to explore the intersection of humanistic inquiry and digital technology. Students learn how to use digital tools to analyze and present humanistic research, and to think critically about the impact of digital technology on culture and society.",https://dh.ucla.edu/minor/,,Minor in Digital Humanities,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,"The Disability Studies minor is an interdisciplinary program that allows students to explore disability as a social, cultural, and political identity. The minor provides a framework for understanding disability as a category of analysis and a form of human diversity. Students engage with disability through multiple lenses, including social sciences, humanities, and the arts, to examine the history, culture, and ethics of disability. Coursework for the minor is designed to provide students with a broad introduction to the field of disability studies, as well as the opportunity to explore specific areas of interest in greater depth. It provides students with a multidisciplinary framework for analyzing the social, political, cultural, and legal aspects of disability, encouraging them to rethink the traditional medical model of disability and to explore how disability is an integral part of human diversity.",https://disabilitystudies.ucla.edu/minor/,,Minor in Disability Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,"The Earth and Environmental Science minor is designed for students who wish to augment their major program of study with courses that provide a fundamental understanding of Earth and its environment. It is appropriate for students with a science background, but also for students in other disciplines who have an interest in Earth’s environment and how it may be changing.",https://catalog.registrar.ucla.edu/minor/2024/EarthandEnvironmentalScienceMinor,,Minor in Earth and Environmental Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The East Asian Studies minor is designed for students who wish to augment their major with a focused program of courses on East Asia. The minor is intended to provide a broad understanding of the region and its history, culture, and society.",https://catalog.registrar.ucla.edu/minor/2024/EastAsianStudiesMinor,,Minor in East Asian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,The Ecology and Evolutionary Biology minor is designed for students who wish to augment their major program of study with a group of courses from the Department of Ecology and Evolutionary Biology. The minor exposes students to the fundamental concepts of ecology and evolutionary biology and provides them with the opportunity to take advanced courses in these areas.,https://catalog.registrar.ucla.edu/minor/2024/Ecology-and-Evolutionary-Biology-Minor,,Minor in Ecology and Evolutionary Biology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Economics minor is designed for students who wish to supplement their major field of study with a meaningful exposure to economic theory and its application. It provides students with a solid foundation in both microeconomic and macroeconomic theory and then allows them to choose from a wide variety of elective courses, including such fields as industrial organization, public finance, economic development, and international economics.",https://catalog.registrar.ucla.edu/minor/2024/EconomicsMinor,,Minor in Economics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Education Studies minor is designed for students who wish to learn about the field of education and the role of schooling in society. The minor offers a curriculum that introduces students to the history, philosophy, and sociology of education, and examines the psychological and social development of children and adolescents in the context of schools and other educational settings.",https://registrar.ucla.edu/academics/curricula-and-courses/education-studies-minor,,Minor in Education,https://catalog.wesleyan.edu/minors/ugrd-edst-mn/,,,
,"The English minor is designed for students who wish to enhance their major program with the benefits of intensive study of English through its literature and its language. Literature is an essential part of any liberal arts education. It is also an important preparation for many of the professions: law, medicine, business, and public service.",https://english.ucla.edu/undergraduate/english-minor/,,Minor in English,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Entrepreneurship Minor provides students with a multidisciplinary approach to the study of entrepreneurship. Students learn about the fundamental principles of business, including accounting, finance, and marketing, and how to apply these principles to the creation and growth of new ventures. The minor also explores the social, economic, and political context of entrepreneurship, and the role of entrepreneurs in driving innovation and change. It is designed to provide students with a conceptual framework for understanding the nature of entrepreneurship and the role of the entrepreneur in society. It also provides students with the practical skills needed to identify and evaluate business opportunities, develop a business plan, and launch and manage a new venture.",https://www.uei.ucla.edu/academic-programs/entrepreneurship/,,Minor in Entrepreneurship,https://www.uei.ucla.edu/wp-content/uploads/2020/02/ume-mgmt169-application-form-2020-02-14.docx,,,
,"The Environmental Engineering minor is designed for students who wish to augment their major program of study with courses in the environmental area. It is open to all students. The minor consists of one lower-division course (Civil and Environmental Engineering 58L) and six upper-division courses (Civil and Environmental Engineering 153, 154, and four from 110, 151, 155, 156A, 157A, 157B, 157C, 157L, 163, 164, 166A, 166B). A minimum of 20 units must be unique to the minor and not used to satisfy any other requirements. To enter the minor, students must be in good academic standing (2.0 grade-point average or better) and have completed Civil and Environmental Engineering 58L and 153 with grades of C or better. All courses for the minor must be taken for a letter grade, and students must have a 2.0 GPA or better in the minor.",https://catalog.registrar.ucla.edu/minor/2023/EnvironmentalEngineeringMinor,,Minor in Environmental Engineering,https://escholarship.org/content/qt47k2s039/qt47k2s039.pdf,,,
,The Minor in Environmental Systems and Society is designed for students who wish to augment their primary major program of study with courses that introduce the fundamental concepts of environmental systems and explore the social and cultural aspects of environmental issues. The minor provides students with an understanding of the relationship between environmental systems and the society in which those systems exist.,https://www.ioes.ucla.edu/minor/,,Minor in Environmental Systems and Society,https://www.ioes.ucla.edu/minor/,,,
,"Ethnomusicology is the study of music from all parts of the world and in all its various contexts. It is a discipline that combines the interests and methods of musicology, anthropology, and other social sciences and humanities. Ethnomusicologists are interested in how music is made, what it means to the people who make and hear it, and how it relates to other aspects of culture such as religion, politics, and social life. The Minor in Ethnomusicology is designed for students who wish to augment their major program of study with a series of courses that provide a broad introduction to the study of music from all parts of the world and in all its various contexts. The minor provides an opportunity for students to explore the music of various world cultures and to develop a better understanding of the role of music in society.",https://schoolofmusic.ucla.edu/academics/ethnomusicology/,The Herb Alpert School of Music at UCLA is an accredited institutional member of the National Association of Schools of Music (NASM).,Minor in Ethnomusicology,https://schoolofmusic.ucla.edu/academics/ethnomusicology/,,,
"ELTS, French and Francophone Studies, German Studies, or Italian Studies","The European Languages and Transcultural Studies (ELTS) minor offers students the opportunity to choose one of four paths: ELTS, French and Francophone Studies, German Studies, or Italian Studies. Each path is designed to provide students with a solid foundation in the language, literature, and culture of the chosen area, while also encouraging them to explore the broader transcultural connections between European and non-European regions. Students will develop their language skills, analytical thinking, and cultural awareness through a range of courses, including literature, film, history, and social sciences.",https://www.elts.ucla.edu/minor-in-european-languages-and-transcultural-studies-elts/,,Minor in European Languages and Transcultural Studies,https://www.elts.ucla.edu/minor-in-european-languages-and-transcultural-studies-elts/,,,
,"The Film, Television, and Digital Media minor is designed for students who wish to augment their major program of study with a series of courses that promote the study of film, television, and digital media as an art form and a medium of communication. It provides a general background in the history and theory of these media, as well as some experience in their production.",https://www.tft.ucla.edu/programs/film-tv-digital-media-department/undergraduate-minors/film-television-and-digital-media-minor/,,"Minor in Film, Television, and Digital Media","The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Food Studies minor is designed for students who wish to explore the relationship between food and human health, history, culture, and the environment. It is an interdisciplinary program that draws on courses from across the university to provide students with a comprehensive understanding of the role of food in society.",https://foodstudies.ucla.edu/minor/,,Minor in Food Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,"The French minor is designed for students who wish to augment their major program of study with a formal secondary concentration in French, emphasizing language, literature, or culture. At least five upper-division courses must be taken in residence at UCLA. A minimum of 20 units applied toward the minor requirements must be in addition to units applied toward major requirements or another minor. Each course must be taken for a letter grade, and students must have an overall grade-point average of 2.0 or better in the minor.",https://catalog.registrar.ucla.edu/minor/2024/FrenchMinor,,Minor in French,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Gender Studies minor is designed for students who wish to augment their major program of study with a series of courses focused on the study of women, gender, and sexuality. It allows students to focus on women and gender in an interdisciplinary context, while specializing in a specific area of study. The minor provides students with a multidimensional and interdisciplinary approach to the study of gender as it intersects with other categories of difference such as race, ethnicity, class, disability, and sexual orientation. It provides students with the critical tools necessary to analyze the ways in which gender is constructed and maintained in various social, cultural, and political contexts.",https://genderstudies.ucla.edu/undergraduate/minor-gender-studies/,,Minor in Gender Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Geography minor is designed for students who wish to strengthen their understanding of geography and/or complement their major program. Geography at UCLA focuses on several areas: physical geography (biogeography, climatology, geomorphology), human geography (cultural, economic, political, social, and urban), and geospatial information systems. Many students find that the minor provides an excellent background for further study or for employment in a variety of fields.",https://geog.ucla.edu/undergraduate/minor-geography/,,Minor in Geography,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Geography/Environmental Studies minor is designed for students who wish to deepen their understanding of the causes, impacts, and solutions to environmental problems and the relationship between people and their environment.",https://geog.ucla.edu/undergraduate/minors/geography-environmental-studies-minor/,,Minor in Geography/Environmental Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,The Geology minor is designed for students who wish to augment their major program of study with a suite of courses that provide a fundamental understanding of Earth sciences. The minor provides students with a solid foundation in the concepts and processes of geology.,https://registrar.ucla.edu/academics/curricula-and-courses/earth-planetary-and-space-sciences/geology-minor,,Minor in Geology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,Minor
,"The Geophysics and Planetary Physics minor is designed for students who wish to augment their major program of study with courses in the physics and chemistry of the Earth and other planets. Students who have an interest in the environment of the Earth, the planets of the solar system, and the tools used to study these objects should consider this minor.",https://catalog.registrar.ucla.edu/minor/2024/GeophysicsandPlanetaryPhysicsMinor,,Minor in Geophysics and Planetary Physics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,The German minor is designed for students who wish to augment their major program of study with a background in German language and culture.,https://catalog.registrar.ucla.edu/minor/2024/german,,Minor in German,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The German Studies minor is designed for students who wish to augment their major program of study with a concentration on the German-speaking world. The minor provides a flexible, interdisciplinary program that allows students to choose from a wide range of courses in German literature, culture, film, and media, as well as in related fields such as history, philosophy, and political science.",https://catalog.registrar.ucla.edu/minor/2024/GermanStudiesMinor,,Minor in German Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Global Health Minor is an interdisciplinary program that provides students with a foundational understanding of global health challenges and the diverse approaches used to address them. The minor is open to all UCLA undergraduate students. Global health is a field of study and practice that places a priority on improving health and achieving equity in health for all people worldwide. It emphasizes transnational health issues, determinants, and solutions; involves many disciplines within and beyond the health sciences and promotes interdisciplinary collaboration; and is a synthesis of population-based prevention with individual-level clinical care.",https://www.international.ucla.edu/academics/globalhealth,,Minor in Global Health,https://www.international.ucla.edu/academics/globalhealth,,,
,"The Global Studies minor is designed for students who wish to augment their major program of study with a concentration on the processes and impacts of globalization. The minor provides a program of study that is focused on the three pillars of global studies: (1) culture and society, (2) governance and conflict, and (3) markets and development. The minor provides an opportunity for students to study the processes, effects, and consequences of globalization. It is an interdisciplinary program that allows students to explore the political, economic, social, and cultural aspects of globalization and its effects on local and global communities.",https://www.international.ucla.edu/institute/globalstudies/minor,,Minor in Global Studies,https://catalog.illinois.edu/undergraduate/las/minors/global-studies/,,,
,"The Greek minor is designed for students who wish to supplement their major program with a focus on Greek as a linguistic and cultural system. It is particularly appropriate for students in history, philosophy, or other areas of the humanities and social sciences who wish to develop a foundation in the language and literature of ancient Greece.",https://catalog.registrar.ucla.edu/minor/2024/GreekMinor,,Minor in Greek,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Hebrew and Jewish Studies minor is designed for students who wish to augment their major program of study with a concentration in Hebrew and Jewish studies. The minor consists of courses in Jewish history, literature, and cultures from the biblical to the modern periods, as well as several levels of Hebrew language instruction.",https://catalog.registrar.ucla.edu/minor/2024/HebrewandJewishStudiesMinor,,Minor in Hebrew and Jewish Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The History minor is designed for students who wish to augment their major with a series of courses that analyze the past. History is a discipline that provides students with a perspective on the past, a better understanding of the present, and a set of tools for the future.",https://history.ucla.edu/academics/undergraduate/minor-in-history/,,Minor in History,https://history.ucla.edu/academics/undergraduate/frequently-asked-questions/,,,
,The History of Science and Medicine minor is designed for students who wish to augment their major program of study with a series of courses focused on the history of science and medicine. The minor exposes students to the history of science and medicine in a variety of social and cultural contexts.,https://registrar.ucla.edu/academics/curriculum-and-courses/history-of-science-and-medicine-minor,,Minor in History of Science and Medicine,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Iranian music minor provides students with a foundational understanding of the history, theory, and practice of Iranian music. It emphasizes the integration of performance with academic study, offering students the opportunity to develop skills in traditional Iranian instruments and/or voice while gaining a broad perspective on the cultural and social contexts of Iranian musical expression.",https://schoolofmusic.ucla.edu/academics/minors/iranian-music-minor/,,Minor in Iranian Music,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Iranian Studies minor is designed for students who wish to augment their major program of study with an exploration of the history, culture, and languages of the Iranian world. Students can choose to study the history, religions, and cultures of the Iranian world from ancient to modern times, and to explore its various languages and literatures, including Old and Middle Persian, and modern Persian.",https://nelc.ucla.edu/undergraduate/minors/iranian-studies/,,Minor in Iranian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,"The Y&S Nazarian Center for Israel Studies is the campus home of the Israel Studies minor at UCLA. Sponsored by the UCLA International Institute and the Department of Near Eastern Languages and Cultures, the minor provides students with the opportunity to study modern Israel from a variety of perspectives, including history, politics, society, and culture. The interdisciplinary minor allows students to learn about the state, society and culture of modern Israel and its development over time. It is open to all UCLA students in good standing.",https://www.international.ucla.edu/israel/article/165294,,Minor in Israel Studies,https://www.international.ucla.edu/israel/article/165294,,,
,The Italian minor is designed for students who wish to augment their major program of study with a background in Italian language and culture. Students may choose to focus their minor on Italian language and literature or on Italian culture and society.,https://registrar.ucla.edu/academics/curriculum-and-courses/academic-programs/italian-minor,,Minor in Italian,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Italian Studies minor is designed for students who wish to augment their major program of study with a concentration on Italian history, culture, and language. Students may take courses in Italian, and they may also choose from a wide range of courses in other departments such as art history, history, musicology, philosophy, and political science.",https://catalog.registrar.ucla.edu/minor/2024/ItalianStudiesMinor,,Minor in Italian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,The Japanese minor is designed for students who wish to augment their major program of study with a suite of courses that provide a foundation in the Japanese language and its related culture.,https://alc.ucla.edu/undergraduate/japanese-minor/,,Minor in Japanese,https://www.umb.edu/academics/program-finder/east-asian-languages-minor/,,,
,"The Jewish Studies minor is designed for students who wish to augment their major program of study with a group of courses that provides a systematic introduction to the study of Jewish history, culture, and thought. The minor is flexible, allowing students to design a program that meets their specific interests. To enter the minor, students must have an overall grade-point average of 2.0 or better and file a petition with the undergraduate counselor in 378 Kaplan Hall, 310-825-4165.",https://catalog.registrar.ucla.edu/minor/2021/jewishstudiesminor?siteYear=2021,,Minor in Jewish Studies,https://catalog.registrar.ucla.edu/minor/2021/ancientneareastandegyptologyminor?siteYear=2021,,,
,"The Korean minor is designed for students who wish to augment their major with a program of study that includes language, culture, and literature of Korea. Students are required to take courses in Korean language as well as electives in Korean culture, literature, and linguistics.",https://alc.ucla.edu/undergraduate/minors/korean-minor/,,Minor in Korean,https://registrar.ucla.edu/faculty-staff/courses-and-programs/major-and-minor-codes/undergraduate-minors,,,
,"The Labor Studies minor provides students with an opportunity to learn about the nature of work in modern society and how it has changed over time. The minor focuses on the importance of work for individuals, families, and communities; the history of the labor movement and its impact on social and economic policy; and the contemporary challenges facing workers in a global economy. It is an interdisciplinary program that draws on a wide range of academic fields, including history, sociology, economics, and political science.",https://laborstudies.ucla.edu/minor/,,Minor in Labor Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,The Latin minor is designed for students who wish to emphasize Latin in their study of the classical world. It is particularly appropriate for students in the humanities or in the social sciences who wish to develop an intermediate level of proficiency in the language.,https://classics.ucla.edu/undergraduate/minors/latin-minor/,,Minor in Latin,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,The Latin American Studies minor is designed for students who wish to augment their major program of study with a concentration on the Latin American region. The minor is offered by the Latin American Studies Program and the International Institute.,https://catalog.registrar.ucla.edu/minor/2024/LatinAmericanStudiesMinor,,Minor in Latin American Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Lesbian, Gay, Bisexual, Transgender, and Queer Studies minor provides an opportunity for students to study the way in which sexuality and sexual identity are constructed, and how these constructions intersect with other categories of difference such as race, gender, ethnicity, and class.",https://lgbtqstudies.ucla.edu/,,"Minor in Lesbian, Gay, Bisexual, Transgender, and Queer Studies","The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,"The Linguistics minor is designed for students who wish to gain a basic understanding of the nature of human language. It is also a good choice for students majoring in a foreign language or in a field where language plays a central role, such as communication, psychology, or anthropology.",https://catalog.registrar.ucla.edu/major/2024/LinguisticsMinor,,Minor in Linguistics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Literature and the Environment minor provides students with the opportunity to study the relationship between human beings and the natural world as it is represented in literature and other media. The minor is designed for students who want to explore how literature and culture can help us understand and address environmental issues, and it is open to students in all majors.",https://english.ucla.edu/undergraduate/minors/literature-and-the-environment-minor/,,Minor in Literature and the Environment,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,The Marine Biology minor is designed for students who wish to augment their major program of study with a series of courses that provide a broad introduction to the biology of marine organisms and the environments in which they live.,https://eeb.ucla.edu/undergrad/marine-biology-minor/,,Minor in Marine Biology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Mathematical Biology minor is designed for students who wish to study the application of mathematics and statistics to the life sciences. It is intended for students who have a strong background in mathematics and/or the life sciences and want to pursue careers or further study in areas such as bioinformatics, computational biology, ecology, and evolutionary biology.",https://www.mcdb.ucla.edu/wp-content/uploads/sites/192/2020/07/Life-Science-Packet.pdf,,Minor in Mathematical Biology,https://www.mcdb.ucla.edu/wp-content/uploads/sites/192/2020/07/Life-Science-Packet.pdf,Minor,,
,The Mathematics minor is designed to provide students with the opportunity to widen their background and knowledge of mathematics and to provide them with a formal record of their study.,https://registrar.ucla.edu/academics/curricula-and-courses/mathematics/mathematics-minor,,Minor in Mathematics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The History of Science, Technology, and Medicine minor is designed for students who wish to augment their major program of study with a series of courses focused on the history of science, medicine, and technology. The minor exposes students to the social, political, and cultural contexts of these developments. It is open to all UCLA students, and can be especially useful to those pursuing careers in the health sciences, in science writing, and in science and technology policy.",https://history.ucla.edu/academics/undergraduate/academic-advising/history-of-science-technology-medicine-minor/,,Minor in Medical History,https://history.ucla.edu/academics/undergraduate/academic-advising/history-of-science-technology-medicine-minor/,Minor,,
,"The Mediterranean Studies minor is designed for students who wish to explore the history and cultures of the Mediterranean region from a variety of perspectives. It provides an interdisciplinary approach to the study of the Mediterranean world, with courses drawn from several departments, including Classics, History, Near Eastern Languages and Cultures, and others.",https://registrar.ucla.edu/academics/curricula-and-courses/mediterranean-studies-minor,,Minor in Mediterranean Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,"The Mexican Studies minor is designed for students who wish to augment their major program of study with a concentration on Mexico. The minor is highly interdisciplinary and allows students to choose from a variety of courses in departments such as History, Spanish and Portuguese, Political Science, Anthropology, Ethnomusicology, and Art History, among others.",https://catalog.registrar.ucla.edu/minor/2024/mexicanstudiesminor,,Minor in Mexican Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Middle Eastern Studies minor is designed for students who wish to augment their major program of study with a program of courses that provides a systematic introduction to the study of the Middle East. The minor is intended for students with an interest in the history, politics, and cultures of the Middle East, or for those who intend to pursue graduate studies or careers in fields such as international relations, journalism, or business.",https://catalog.ucla.edu/preview_program.php?catoid=36&poid=5582,,Minor in Middle Eastern Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Military Science minor is designed to provide students with a broad knowledge of the U.S. Army as an institution, its role in society, and its leadership and management techniques. To enter the minor, students must have an overall grade-point average of 2.0 or better and must file a petition with the department.",https://catalog.registrar.ucla.edu/minor/2024/military-science-minor,,Minor in Military Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Musicology minor is designed for students who wish to augment their major program of study with a series of courses that promote the study of music from a variety of social, cultural, and historical perspectives. Students may choose from a wide range of courses that examine Western classical, popular, and world music traditions. The minor is open to all UCLA students.",https://schoolofmusic.ucla.edu/academics/musicology/minor-in-musicology/,The UCLA Herb Alpert School of Music is an accredited institutional member of the National Association of Schools of Music (NASM).,Minor in Musicology,https://gradschool.missouri.edu/degreecategory/music/,,,
,"The Naval Science minor is designed to provide students with a broad-based knowledge of naval and maritime history, naval leadership and management, and naval operations. Students explore the role of the U.S. Navy and Marine Corps in national defense and their contributions to international peace and security.",https://catalog.registrar.ucla.edu/ucla-catalog24-25/departments-and-programs/naval-science/naval-science-minor/,,Minor in Naval Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,The minor in Neuroscience is designed to provide students with a basic understanding of the nervous system and how it functions. It provides a broad foundation in the field and is intended for students who are interested in neuroscience but are majoring in another discipline. The Neuroscience Interdepartmental Program (IDP) offers a minor in Neuroscience that is open to all UCLA students in good standing. The minor provides a basic understanding of the nervous system and its impact on behavior and health.,https://neurosci.ucla.edu/undergraduate/minor/,,Minor in Neuroscience,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Nordic Studies minor is designed for students who wish to broaden their knowledge of Nordic (Danish, Finnish, Icelandic, Norwegian, Swedish) culture and society. Students may take courses in Nordic literature, film, and culture, and/or in a Nordic language.",https://catalog.ucla.edu/programs/nordic-studies-minor,,Minor in Nordic Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Philosophy minor is designed for students who wish to supplement their major program with a course of study in philosophy that is less intensive than the major but provides a basic grounding in the history of philosophy and at least one of its major subfields (value theory, or philosophy of language, mind, and knowledge).",https://philosophy.ucla.edu/undergraduate/the-minor/,,Minor in Philosophy,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,"The Physics minor is designed for students who want to supplement their major with a substantial program in physics. It is especially suitable for students in other physical sciences, life sciences, or engineering.",https://catalog.registrar.ucla.edu/minor/2024/PhysicsMinor,,Minor in Physics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",Minor,,
,"The Pilipino Studies minor is designed for students who wish to augment their major program of study with a concentration on the Philippines and the Pilipino diaspora. It provides a structured program that allows students to explore the history, culture, and society of the Philippines and Pilipino communities worldwide, with a particular focus on the experiences of Pilipinos in the United States.",https://www.alc.ucla.edu/minor/pilipino-studies/,,Minor in Pilipino Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Political Science minor is designed for students who wish to supplement their major with a focused program of study in political science. Students can choose to take courses in any of the department’s six fields: American Politics, Comparative Politics, International Relations, Political Theory, Methods and Models, and Race, Ethnicity, and Politics.",https://polisci.ucla.edu/undergraduate/minor-requirements/,,Minor in Political Science,https://universitycollege.indianapolis.iu.edu/academics/minors-certificates/index.html,,,
,The Portuguese minor is designed for students who wish to augment their major program of study with a concentration in the Portuguese language and the literature and culture of the Portuguese-speaking world.,https://catalog.registrar.ucla.edu/minor/2024/PortugueseMinor,,Minor in Portuguese,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Public Affairs minor provides a foundation for students who want to develop their knowledge of how to understand and approach social problems through a public affairs lens. It is designed to expose students to the field of public affairs, introduce them to the analytical tools used in the field, and provide an opportunity for them to dive deeper into one or more areas of public affairs.",https://luskin.ucla.edu/undergraduate-program/public-affairs-minor,,Minor in Public Affairs,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Public Health minor is designed to provide students with a broad conceptual understanding of public health. It is intended for students who want to develop a multidimensional view of public health, which includes its relationship to biological, social, and cultural aspects of health and disease, health policy, and the environment. It is also suitable for students who want to apply a public health perspective to their major field of study.",https://registrar.ucla.edu/academics/curricula-and-courses/public-health,"The Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH), the body recognized by the U.S. Department of Education to accredit schools of public health.",Minor in Public Health,https://registrar.ucla.edu/file/3b2fb406-966f-4cfd-871e-4fa4bd7aebdc,,,
,The Study of Religion minor is designed for students who wish to augment their major program of study with a series of courses that analyze the role of religion in human culture. The minor requires a core of four upper-division courses (16–20 units) chosen from the list of approved courses.,https://religion.ucla.edu/academic-overview/undergraduate/minor/,,"Minor in Religion, Study of",https://religion.ucla.edu/academic-overview/undergraduate/minor/,Minor,,
,"The Russian Language minor is designed for students who wish to specialize in Russian language, while also gaining an understanding of Russian literature and culture.",https://catalog.registrar.ucla.edu/minor/2024/russian-language-minor,,Minor in Russian Language,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Russian Studies minor is designed for students who wish to augment their major program of study with a substantial exposure to Russian language, literature, and culture. It is also designed for students who may have an interest in Russian-related careers in such fields as international business, law, journalism, government service, or the arts.",https://catalog.registrar.ucla.edu/minor/2024/RussianStudiesMinor,,Minor in Russian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Scandinavian minor provides students with an opportunity to study the literature, culture, and languages of the Nordic countries. It consists of seven courses (at least 28 units), of which five (at least 20 units) must be upper-division. At least three of the seven courses must be taken at UCLA.",https://elts.ucla.edu/undergraduate/scandinavian/scandinavian-minor/,,Minor in Scandinavian,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu).",,,
,"The Science Education minor is designed for students who want to explore teaching as a career and/or want to help improve science literacy in the general public. This minor is open to students in all majors, and provides students with a background in the learning and teaching of science and the opportunity to experience teaching in K-12 classrooms.",https://www.cateach.ucla.edu/content/science-education-minor,,Minor in Science Education,https://www.cateach.ucla.edu/?q=content/ucla-teaching-related-majors-minors,,,
