Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error,level
Comparative Politics,"Political science is a broad discipline that seeks to understand political phenomena in a variety of contexts: in the United States, in other countries, and in the international arena. The study of politics includes, but is not limited to, the analysis of political institutions, political behavior, and public policy. The Department of Political Science at UC San Diego offers a wide range of courses in the major fields of political science: American politics, comparative politics, international relations, political theory, and public policy. The department also offers courses in the fields of public law and race, ethnicity, and politics.",https://catalog.ucsd.edu/departments-programs-minors/POLI.html,,,Political Science - Comparative Politics (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Data Analytics,"The bachelor of science in political science with a data analytics specialization provides students with the formal tools of analysis they need to think through complex problems in political science. Students will learn the building blocks of data analysis—probability theory, statistics, and programming—and learn to apply them to political problems, such as forecasting election outcomes, analyzing the causes of war, and understanding what makes some countries democratic and prosperous while others are not. This major will prepare students for careers that require the use of data, whether in business, government, or nonprofit organizations, and for graduate school, including PhD programs in political science and professional schools (e.g., law, business, public policy).",https://polisci.ucsd.edu/undergrad/major-reqs/bs-data-analytics.html,,B.S.,Political Science - Data Analytics (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
International Relations,"This specialization is a part of the political science major. Students in this specialization have a particular interest in the study of international relations, including international conflict and cooperation, international organizations, international law, and international political economy. This specialization will appeal to students planning careers in government service, international business, and international organizations, as well as to those planning to pursue graduate study in international affairs.",https://catalog.ucsd.edu/curric/POLI-ug.html,,,Political Science - International Relations (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Political Theory,"The Department of Political Science offers a bachelor of arts in political science. The political science major is designed to provide students with a broad and rigorous understanding of political life. The department offers a wide variety of courses in the major fields of political science: American politics, comparative politics, international relations, and political theory. Students in all political science majors are required to choose two of these four fields as their areas of concentration. The Political Theory field of study addresses the normative and theoretical questions of politics. Courses in this area may deal with the historical development of political thought, the nature of a just society, the relationship between freedom and equality, and the basis of political obligation. Courses offered in political theory include ancient, modern, and contemporary political thought, as well as courses on such topics as democratic theory, liberalism, socialism, and justice.",https://catalog.ucsd.edu/curric/POLI-ug.html,,B.A.,Political Science - Political Theory (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Public Law,"The political science major at UC San Diego is a liberal arts major. The major is designed to provide students with a broad understanding of political phenomena and to provide them with the tools to think critically and independently. The department offers a bachelor of arts in political science, a bachelor of arts in political science/data analytics, and a joint bachelor of arts with the department of history. The department also offers several areas of concentration within the political science major. The department encourages students to study abroad. The Public Law area of concentration concerns the study of law and legal systems. It focuses on the role of law and the courts in the political process.",https://catalog.ucsd.edu/curric/POL-ug.html,,B.A.,Political Science - Public Law (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Public Policy,"The bachelor of arts in political science with a specialization in public policy is designed to provide students with a solid grounding in the substance and methods of political science, with a special emphasis on the American political process and the analysis of public policies. The specialization is especially appropriate for students intending to pursue careers in the public sector or in an area of the private sector that works closely with governmental agencies.",https://catalog.ucsd.edu/curricula-departments-programs/political-science/political-science-public-policy-ba.html,,B.A.,Political Science - Public Policy (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
"Race, Ethnicity, and Politics","The race, ethnicity, and politics (REP) field of study is dedicated to the empirical and theoretical study of race and ethnicity in politics. The field offers a range of courses that examine the politics of race and ethnicity in the United States and other parts of the world from a variety of perspectives.",https://catalog.ucsd.edu/curricula-departments-programs/political-science/political-science-ba.html,,B.A.,"Political Science - Race, Ethnicity, and Politics (B.A.)","The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The political science minor is a popular choice for students interested in politics. It is a flexible minor that allows students to choose seven political science courses of their choosing. Students are able to focus on one of the department’s subfields (American politics, comparative politics, international relations, or political theory), or they can take courses from a variety of subfields. The minor in political science consists of seven political science courses. At least five of the seven courses must be upper-division.",https://catalog.ucsd.edu/curricula-departments-programs/political-science/political-science-minor.html,,Minor,Political Science Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The political science/data analytics minor will train students to use data to address real-world problems in the social world. Students will learn how to source, wrangle, and visualize data, how to perform a variety of statistical analyses on data, and how to present their findings to a variety of audiences. The minor will provide students with the skills to be intelligent consumers and producers of data-driven claims. This minor can complement the education of a wide range of majors, including those in social sciences, business, and STEM. The minor is a collaboration between the Political Science Department and the Halıcıoğlu Data Science Institute (HDSI).",https://catalog.ucsd.edu/curric/POLI-mi.html,,Minor,Political Science/Data Analytics Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The major in probability and statistics is designed to provide students with a strong foundation in probability and mathematical statistics, including a broad knowledge of the mathematical sciences. Graduates of this major will be prepared for a career in a diverse set of fields, including data science, actuarial science, and biostatistics, as well as for graduate school in statistics, biostatistics, or a related quantitative discipline.",https://catalog.ucsd.edu/curric/MATH-ug.html,,B.S.,Probability and Statistics (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The bachelor of arts in psychology is a liberal arts degree that will prepare students for a variety of careers and graduate school opportunities. While providing a strong foundation in psychological science, this degree allows for more flexibility than the BS degree in selecting upper-division psychology courses from across the various areas of psychology and in pursuing a double major. The BA degree is well-suited for students interested in careers in fields such as law, business, education, or counseling.",https://catalog.ucsd.edu/curricula-departments-programs/psychology/Psychology-BA.html,,B.A.,Psychology (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The bachelor of science in psychology is a research-oriented degree that provides a strong foundation for postgraduate training in research-oriented disciplines, such as clinical, cognitive, developmental, and social psychology, as well as in cognitive science and neuroscience. This curriculum is also well-suited for students intending to pursue careers in medicine and other health-related fields. Compared to the BA degrees, the BS provides a stronger background in statistics and research methods, includes more course work in the natural sciences, and a greater emphasis on hands-on research experience.",https://catalog.ucsd.edu/curricula-departments-programs/psychology.html#psychologybs,,B.S.,Psychology (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Business Psychology,"This specialization is intended for students interested in the application of psychology to the workplace and to consumption. The specialization is especially well suited for students intending to pursue careers in human resources, management, marketing, or business-related fields.",https://catalog.ucsd.edu/curric/PS-ug.html,,B.S.,Psychology (Business) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Cognitive and Behavioral Neuroscience,"This specialization provides students with a strong foundation in the neural mechanisms that underlie behavior, as well as the research methods used to investigate them. Students will gain an in-depth understanding of the brain systems that are involved in various cognitive and behavioral processes, including perception, memory, emotion, and decision-making. Students who pursue this specialization are often interested in careers in neuroscience research, medicine, or related fields. This specialization satisfies most pre-med requirements. However, it is the student's responsibility to confirm with a Health Beat Advisor which courses are required for the specific medical school they wish to attend.",https://psychology.ucsd.edu/undergraduate-program/majors-minor/bs-specializations/cbn.html,,B.S.,Psychology (Cognitive and Behavioral Neuroscience) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Cognitive Psychology,"This area of specialization focuses on the experimental study of the mind. Topics include perception, learning, memory, language, and reasoning. Courses in this area prepare students for graduate study in cognitive psychology and cognitive science, as well as careers in education, human-computer interaction, and research.",https://catalog.ucsd.edu/curric/PSYC-ug.html,,B.S.,Psychology (Cognitive Psychology) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Developmental Psychology,"This specialization is intended for students interested in the psychological, social, and biological development of children and adults. Students who are interested in pursuing graduate study in developmental psychology or a career in a related discipline (e.g., teaching, social work, school psychology) are encouraged to consider this specialization.",https://psychology.ucsd.edu/undergraduate-program/majors-minors/bs-specializations.html#Developmental-Psychology,,B.S.,Psychology (Developmental Psychology) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Human Health,"The human health specialization is intended for students interested in careers in medicine, public health, and other health-related fields. The curriculum is designed to provide students with a strong foundation in psychology and an understanding of the psychological, social, and biological factors that contribute to health and disease. Students will learn about the latest research in health psychology and will have the opportunity to participate in research and fieldwork in health-related settings.",https://catalog.ucsd.edu/curriculums-and-courses/Majors-and-Minors/PSY.html,,B.S.,Psychology (Human Health) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Sensation and Perception,"This specialization focuses on the processes by which we see, hear, and perceive the world. Topics include vision, hearing, and the other senses, as well as higher-level processes of perception and attention. Training in this area provides a foundation for graduate study in sensation and perception, cognitive science, and cognitive and behavioral neuroscience. It is also relevant for careers in optometry and audiology, human factors, and the design of sensory displays and virtual environments.",https://catalog.ucsd.edu/curric/PSYC-ug.html,,B.S.,Psychology (Sensation and Perception) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Social Psychology,"The BS in psychology is a research-focused degree. The curriculum is designed to provide students with a strong foundation in psychological science and to prepare them for graduate study in psychology and related fields. Students will develop a sophisticated understanding of research methodology and statistics and will gain hands-on experience in the laboratory. Students who complete the BS in psychology will be well prepared to pursue a PhD in psychology or a related field, and will also be well prepared for careers in a variety of fields, including research, health care, and education.

This specialization provides an in-depth understanding of the scientific study of how people’s thoughts, feelings, and behaviors are influenced by the actual, imagined, or implied presence of others. Students will gain a deep understanding of core topics in social psychology including social cognition, social influence, and intergroup relations. The specialization will also provide students with a strong foundation in the research methods used to study social psychology. Students who complete this specialization will be well prepared to pursue a PhD in social psychology or a related field, and will also be well prepared for careers in a variety of fields, including marketing, advertising, and public relations.",https://catalog.ucsd.edu/curricricula-departments-programs/psychology/PsychologyBS.html,,B.S.,Psychology (Social Psychology) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Department of Psychology offers a minor in psychology. The minor consists of seven four-unit courses, at least five of which must be upper-division. A grade of P/NP is acceptable for courses taken toward the minor, but per Senate regulations, a minimum of twenty-eight units must be taken for a letter grade. A GPA of 2.0 is required in the minor. At least five of the seven courses must be taken at UC San Diego. Students interested in the psychology minor should meet with the undergraduate advisers in the department. PSYC 60, 70, 81 and 90 are not required for the minor. Note: All lower-division courses are prerequisites for upper-division courses.",https://psychology.ucsd.edu/undergraduate-program/minors/index.html,,Minor,Psychology Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
"['Climate and Environmental Sciences', 'Community Health Sciences', 'Epidemiology and Biostatistics', 'Health Policy and Management Sciences', 'Medicine Sciences', 'Public Mental Health']","The Herbert Wertheim School of Public Health and Human Longevity Science offers a bachelor of science in public health (BSPH). The major provides a strong foundation in public health through a curriculum that covers the breadth of the field, including epidemiology and biostatistics; social and behavioral aspects of health; environmental and occupational health; and health policy. Students will gain the skills and knowledge to identify and understand the multiple determinants of health and disease, and the approaches used to protect and promote health and well-being in human populations. The curriculum emphasizes the biological, social, cultural, economic, and political factors that affect community and population health and that contribute to health disparities. The BS in public health will prepare students for a career in public health and for graduate and professional schools, including medicine, dentistry, nursing, pharmacy, and law. All students complete an experiential learning requirement that may be fulfilled through an internship, a study abroad experience, or a research experience. This capstone requirement allows students to apply the knowledge and skills they have learned in the classroom to a public health setting and provides students with work experience that helps them in the job market or when applying to graduate/professional programs. The school also offers an honors program for outstanding students.",https://catalog.ucsd.edu/curric/PH-ug.html,,B.S.,Public Health (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Biostatistics,"The bachelor of science in public health (BSPH) is a new degree offered by the Herbert Wertheim School of Public Health and Human Longevity Science. Public health is an interdisciplinary field that is concerned with preventing disease and promoting health in populations. Public health differs from medicine in that public health focuses on populations, whereas medicine focuses on individuals. The BSPH program at UC San Diego is unique in its focus on prevention of disease and promotion of health across the life course in our diverse multicultural population in the United States and globally. Students in the program will be prepared to contribute to a healthier world through professions in public health, health care, and other health-related fields. The Herbert Wertheim School of Public Health curriculum has a strong foundation in the sciences with a particular emphasis on quantitative skills, which is a major strength of UC San Diego. Biostatistics is the science of developing and applying statistical methods to a wide range of topics in biology. It is the science of data, and is central to public health. Students in the Biostatistics concentration will develop the skills needed to design public health studies, manage and analyze data, and interpret results for the advancement of public health.",https://catalog.ucsd.edu/curric/PH-ug.html,,B.S.,Public Health with concentration in Biostatistics (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Climate and Environmental Sciences,"The bachelor of science in public health was created with the vision to develop a new generation of health professionals to address the health issues of the twenty-first century. The curriculum is based on the philosophy that a strong foundation of knowledge in the natural and social sciences is a prerequisite to understanding the health of populations. The major is structured to provide students with the interdisciplinary background necessary to understand and address public health concerns from a population-based perspective. This degree will prepare students for graduate training in public health (e.g., MPH, PhD), medicine, and other health professions, as well as for employment in public health at the state and local levels. The BS in public health with a concentration in climate and environmental sciences will provide students with training in public health, climate, and environmental sciences to understand and address the health impacts of climate change and to develop strategies for adaptation and mitigation.",https://catalog.ucsd.edu/curric/PH-ug.html,,B.S.,Public Health with concentration in Climate and Environmental Sciences (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Community Health Sciences,"This concentration focuses on the social and behavioral sciences in public health. The concentration will provide students with an understanding of the social, behavioral, and cultural factors related to population health. Students will learn how to develop, implement, and evaluate public health programs and interventions. Graduates from this concentration may find careers in a number of public health areas including, but not limited to, health education, health promotion, community organizing, and public service, or pursue graduate or professional school.",https://catalog.ucsd.edu/curric/PH-ug.html,The Herbert Wertheim School of Public Health and Human Longevity Science at UC San Diego is accredited by the Council on Education for Public Health (CEPH)...This accreditation applies to the following degrees: Bachelor of Science in Public Health (BSPH)...,B.S.,Public Health with concentration in Community Health Sciences (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Epidemiology,"The bachelor of science (BS) in public health was created with the vision of training the next generation of public health leaders. The curriculum is designed to provide students with a strong foundation in the core disciplines of public health, coupled with an interdisciplinary perspective of current health issues. The major provides students with the knowledge and skills to be successful in a variety of public health careers, as well as in professional schools (e.g., medicine, dentistry, pharmacy, etc.).",https://catalog.ucsd.edu/curric/PH-ug.html,,B.S.,Public Health with concentration in Epidemiology (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Health Policy and Management Sciences,"The Herbert Wertheim School of Public Health and Human Longevity Science offers a BS in public health. Public health is the science of protecting and improving the health of people and their communities. This work is achieved by promoting healthy lifestyles; researching disease and injury prevention; and detecting, preventing, and responding to infectious diseases. Public health professionals are concerned with protecting the health of entire populations. These populations can be as small as a local neighborhood, or as big as an entire country or region of the world. A BS in public health provides a strong foundation for a career in health care and public health, and for graduate school in a variety of fields. The Health Policy and Management Sciences concentration prepares students for careers in health services management, health planning, policy, and research. Students learn about the political processes and institutions that influence health policy, the various features of the US health care system (including its financing, organization, and delivery of services), as well as the important legal and ethical issues related to public health.",https://catalog.ucsd.edu/curric/PH-ug.html,,,Public Health with concentration in Health Policy and Management Sciences (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Medicine Sciences,"The bachelor of science in public health provides a strong foundation in public health through a curriculum that is built on a broad liberal arts and sciences education. The curriculum includes a core set of public health courses that provide students with an introduction to the six core areas of public health, as well as an understanding of health disparities. The BS in public health will have a more quantitative focus in its core requirements. In addition to the core courses, students choose from one of six concentrations, allowing them to gain depth of knowledge in a specific area of public health. The Medicine Sciences concentration is designed for students interested in a career in medicine and provides a strong foundation for students planning to apply to a health professions school (e.g., medicine, dentistry, pharmacy, veterinary, etc.). In addition to the core public health curriculum, students in the Medicine Sciences concentration take a series of courses in biology and chemistry that meet the admissions requirements of most health professional schools.",https://catalog.ucsd.edu/curric/PH-ug.html,Accredited by the Council on Education for Public Health (CEPH).,B.S.,Public Health with concentration in Medicine Sciences (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Public Mental Health,"The bachelor of science (BS) in public health was created with the vision to develop a major that provides students with a strong foundation in public health and a liberal arts education, while providing the rigor of a BS degree. The major is designed to provide students with the knowledge and skills to be successful public health professionals and/or to pursue advanced degrees in public health or the health sciences. The program promotes an understanding of health and disease based on a population-based perspective, with a curriculum organized to provide students with a foundation in the five core disciplines of public health: biostatistics, epidemiology, environmental health sciences, health policy and management, and social and behavioral sciences. Students will also be required to complete an area of concentration to acquire more in-depth knowledge and skills in one specific area of public health.",https://catalog.ucsd.edu/curricula-departments-programs/public-health/public-health-bs.html,"The Herbert Wertheim School of Public Health and Human Longevity Science is accredited by the Council on Education for Public Health (CEPH). Our accreditation is for the school, which includes our Bachelor of Science in Public Health, Master of Public Health, Master of Science in Biostatistics, PhD in Public Health (jointly with SDSU), and PhD in Biostatistics.",B.S.,Public Health with concentration in Public Mental Health (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Public Service Minor at Thurgood Marshall College provides an opportunity for students to complement their major field of study with an introduction to the theory and practice of public service. The minor is open to all UC San Diego students in good standing. The minor is structured to encourage students to understand the nature of public service and the historical and theoretical foundations for public service in American society. Course work introduces students to the history and theory of public service and exposes them to the arenas in which public service is a key component, such as politics, law, justice, and education. A central requirement of the minor is a public service practicum in which students will be actively engaged in a public service setting. The practicum, which can be an internship, a research project, or a service-learning experience, provides an opportunity for students to integrate theory and practice and to develop a deeper understanding of the nature of public service.",https://catalog.ucsd.edu/colleges/TM/public-service-minor.html,,Minor,Public Service Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The real estate and development (RED) major is an interdisciplinary program that provides students with a strong academic foundation in the multifaceted world of real estate development. The program focuses on issues of sustainable development and the built environment, city and community planning, real estate finance and economics, and design. Through a combination of coursework and hands-on projects, students in the RED major will gain an understanding of how public and private interests can be leveraged to achieve community-based goals. The RED curriculum is designed to prepare students for a wide range of careers in both the private and public sectors including real estate development, finance and investment, urban planning and revitalization, and local government. The program integrates several disciplines to provide students with the knowledge and skills necessary to navigate a complex and rapidly changing field. The bachelor of science in real-estate and development will be housed in the Urban Studies and Planning Program in the Department of Urban Studies and Planning.",https://catalog.ucsd.edu/curric/RED-ug.html,,B.S.,Real Estate and Development (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The real estate and development (RED) minor provides students with an introduction to the fundamentals of the real estate industry. Students learn the basic legal, financial, and economic principles of real estate transactions and development as well as the important role that both the public and private sectors play in the development process. The minor introduces students to the core competencies needed in the professional world of real-unestate and development, and builds a strong foundation for those who plan to pursue a career or graduate studies in real estate, city planning, urban design, architecture, or finance. In addition to core and elective course work, students in the RED minor have access to networking and professional development opportunities to further prepare them for a future career in real estate and development.",https://usp.ucsd.edu/academics/undergraduate/minor-in-real-estate-and-development.html,,Minor,Real Estate and Development Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Study of Religion Program offers a major in the study of religion that is designed to be a central part of a student’s liberal arts education. The study of religion is an integral part of a complete education, and in a globalized world and multicultural society, it is a crucial component of a socially and ethically responsible education. The program is committed to the academic study of religion, promoting a non-sectarian and comparative approach to diverse religions, religious experiences, and texts. Students are given the opportunity to study a variety of religious traditions, including Judaism, Christianity, Islam, the Baha’i Faith, Hinduism, Buddhism, and the religions of China and Japan, as well as to theorize about the nature of religion itself. Courses are taught by a range of faculty from across the university, in departments such as history, sociology, literature, anthropology, visual arts, and philosophy. The program offers students an opportunity to study religion from a variety of disciplinary perspectives. Graduates from the program are well prepared to go on to graduate study in the humanities and social sciences. The major also provides an excellent background for those who intend to enter the legal profession, medicine, and a range of other careers.",https://catalog.ucsd.edu/curric/RELI-ug.html,,B.A.,"Religion, Study of (B.A.)","The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Study of Religion Program offers a minor in the study of religion for students who are interested in the phenomenon of religion as a nonsectarian, academic field of study. The study of religion is, by nature, an interdisciplinary field, and the program is staffed by a diverse group of faculty from a wide array of departments, including anthropology, history, literature, philosophy, political science, and sociology. The program offers a broad range of courses, and encourages students to design a course of study that best suits their interests. For example, a student might choose to focus on a particular religious tradition, such as Judaism, Christianity, Islam, Buddhism, or Hinduism. Alternatively, a student might choose to focus on a particular methodological approach, such as the historical, sociological, or textual study of religion. The minor in the study of religion is an excellent choice for students who want to deepen their understanding of the world, and for students who are planning careers in a wide range of fields, including education, government, social services, and international affairs.",https://catalog.ucsd.edu/curric/RELI-mi.html,,,"Religion, Study of Minor","The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Special Project Minor is a Revelle College minor that allows students to design their own minor with an emphasis not available in any one department. The minor requires a minimum of seven courses (twenty-eight units), of which at least five must be upper-division. Petitions must be approved by the Revelle College Provost. For further information, contact the Revelle Advising Office.",https://revelle.ucsd.edu/academics/minors/index.html,,,Revelle College Special Project Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The major in Russian, East European and Eurasian studies is an interdisciplinary program in the language, literature, history, and social and political life of Russia, Eastern Europe, and Eurasia. It is designed for students with a special interest in this major world area who wish to gain a broad and integrated perspective on its culture and its past and present development.",https://catalog.ucsd.edu/curric/REES-BA.html,,,"Russian, East European and Eurasian Studies (B.A.)","The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Russian, East European and Eurasian Studies (REES) minor is an interdisciplinary program administered by the Department of History and supported by faculty from the Departments of Communication, History, Literature, Political Science, Sociology, and Theatre and Dance. The program is designed for students who wish to augment their major with a specialized focus on Russia, Eastern Europe, and Eurasia. By combining study of Russian language with a range of courses in the humanities and social sciences, the REES minor offers a broad, integrated, and comprehensive approach to the study of the region. Requirements for the minor are seven courses, at least five of which must be upper division. All courses for the minor must be taken for a letter grade and passed with a C– or better. Students are required to take two years of Russian language or demonstrate equivalent proficiency. Russian language courses can be counted toward the minor.",https://catalog.ucsd.edu/curricula/REES.html,,Minor,"Russian, East European and Eurasian Studies Minor","The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,,,,,Russian Literature Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Science and Society Minor focuses on the social, cultural, historical, and political dimensions of science, technology, and medicine. Science and technology are powerful and pervasive forces in the contemporary world, and this minor provides students with a set of tools with which to understand and critically evaluate them. The minor helps to prepare students for careers in science, science policy, health care, and science journalism, and is an excellent complement to a major in the social sciences, humanities, or natural sciences.",https://catalog.ucsd.edu/curric/SOCI-mi.html#sciencesocietyminor,,Minor,Science and Society Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Science Education minor is designed for students interested in science education at the K–12 level. The minor provides foundational knowledge of science teaching and learning theory, methods for teaching science, and practical experience in a K–12 science classroom. The minor is an excellent choice for students who want to explore a career in science education, enter a graduate-level teacher credential program, or pursue a career in an informal science education setting such as a museum, zoo, or aquarium. Students are required to complete a total of twenty-eight units (seven courses).",https://catalog.ucsd.edu/curric/EDS-mi.html,,Minor,Science Education Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
"['General Sociology', 'American Studies', 'Culture and Communication', 'Economy and Society', 'International Studies', 'Law and Society', 'Science and Medicine', 'Social Inequality']","Sociology is the study of society. It is a scientific discipline that deals with the explanation of social life and human behavior of all kinds. It equips students with the skills to understand the breadth of social practice, from the global (including power and politics, conflict and peace, social and economic development, social and demographic change) to the individual (including experience, emotion, identity, and the formation of self). By providing students with an array of research tools and the capacity for critical thinking, sociology provides a foundation of knowledge and skills that will prepare them for a vast range of careers in both the public and private sectors.",https://catalog.ucsd.edu/curric/SOC-ug.html,,B.A.,Sociology (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
American Studies,"This concentration is an interdisciplinary program that allows students to explore American society and culture from a sociological perspective. In consultation with a faculty adviser, students design a course of study that is organized around a specific theme or topic. For example, a student might focus on a particular historical period, a specific social institution (such as the family or the media), or a particular social problem (such as inequality or violence). In addition to sociology courses, students will take courses from a variety of other departments, including communication, ethnic studies, history, literature, and political science. This concentration provides an excellent foundation for students who are interested in careers in law, journalism, social work, and public policy, as well as for those who plan to pursue graduate studies in sociology, American studies, or other related fields.",https://catalog.ucsd.edu/curric/SOCI-ug.html,,B.A.,Sociology - American Studies (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Culture and Communication,"This major focuses on the study of culture and communication as sociological concepts. It provides students with a solid understanding of the ways in which culture and communication are intertwined with social structure, social inequality, and social change. Students will learn about the role of media, language, and other symbolic systems in shaping social life. The curriculum is designed to provide students with a strong foundation in sociological theory and methods, as well as a more specialized understanding of the sociology of culture and communication. Students who graduate with a major in Sociology–Culture and Communication will be well prepared for graduate study in sociology and other social sciences, as well as for careers in fields such as media, public relations, and advertising.",https://sociology.ucsd.edu/undergraduate/majors-and-minors/culture-communication.html,,,Sociology - Culture and Communication (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Economy and Society,"This concentration focuses on the study of the economy, law, and public policy in a social and historical context. Courses in this area will prepare students for careers in law, business, and public policy. Majors must complete two foundation courses, one methods course, and at least one course from each of the three core areas, plus five upper-division sociology electives.",https://catalog.ucsd.edu/curricula-departments-programs/sociology/,,B.A.,Sociology - Economy and Society (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
