Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"The Bachelor of Science in Nursing (BSN) degree is a four-year program that prepares students to become first-level professional practitioners in a variety of health care settings, as well as for graduate study. Following graduation, you'll be eligible to take the NCLEX-RN examination, the national licensure exam to become a registered nurse (RN).",https://nursing.umich.edu/,"The baccalaureate degree program in nursing, master's degree program in nursing, Doctor of Nursing Practice program and post-graduate APRN certificate program at the University of Michigan are accredited by the Commission on Collegiate Nursing Education, 655 K Street NW, Suite 750, Washington, DC 20001, 202-887-6791.",Bachelor of Science in Nursing (BSN),Nursing,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Nutritional sciences students explore the complex and evolving field of human nutrition by critically examining the link between diet, health, and disease. Students learn how essential nutrients affect the body on a cellular, systemic, and whole-body level, how nutrition needs change throughout the lifespan, and how diet can be used to treat and prevent chronic diseases. Our program is a great fit for students who want to become a registered dietitian (RD) or are interested in careers in medicine, dentistry, physical therapy, pharmacy, public health, nursing, or research.",https://lsa.umich.edu/kinesiology/undergraduates/majors/nutritional-sciences.html,The Didactic Program in Dietetics (DPD) at the University of Michigan School of Kinesiology is accredited by the Accreditation Council for Education in Nutrition and Dietetics (ACEND) of the Academy of Nutrition and Dietetics.,BS,Nutritional Sciences,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Organizational Studies (OS) is an interdisciplinary undergraduate major that draws upon the social sciences to explore the nature and workings of organizations and their effect on individuals and society. The program has a special interest in preparing students for careers in social entrepreneurship, human resources, management consulting, social and community service, law, and business. OS provides students with an analytic framework for understanding organizations and gives them the qualitative and quantitative skills to successfully manage, change, and work in organizations. The OS curriculum emphasizes three levels of analysis: the organization and its environment, the organization as a social system, and the individual in the organization.",https://lsa.umich.edu/orgstudies,,B.A.,Organizational Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
Sound Engineering,"The Department of Performing Arts Technology (PAT) at the University of Michigan School of Music, Theatre & Dance is a leader in the education of artists and engineers who are fluent in the creative application of emerging media technologies. A highly interdisciplinary curriculum, which allows students to choose one of two distinct degree paths, is complemented by state-of-the-art facilities and a celebrated faculty of artists, composers, engineers, and researchers. Students in the department come from diverse creative backgrounds and go on to become leaders and innovators in a wide variety of creative industries. Students can choose between two undergraduate degree programs: the Bachelor of Fine Arts in Performing Arts Technology and the Bachelor of Science in Sound Engineering.",https://smtd.umich.edu/departments/performing-arts-technology/,,"B.F.A., B.S.",Performing Arts Technology,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Science in Pharmaceutical Sciences (BSPS) is a science-based undergraduate program that provides a unique interdisciplinary curriculum, drawing from biology, chemistry, math, and medicine to explore the discovery, development, and use of pharmaceuticals. As a BSPS major, you’ll focus on the science behind drug action, development, and delivery. You'll work side-by-side with world-renowned faculty in state-of-the-art facilities, participate in high-impact research experiences, and build a strong foundation in basic and applied pharmaceutical sciences. The curriculum provides a strong foundation in the basic and applied pharmaceutical sciences and excellent preparation for professional school (pharmacy, medicine, dentistry, etc.) or post-graduate study in a wide range of health-related fields. In addition, you’ll be prepared for careers in research, sales, or regulatory affairs in the pharmaceutical industry or in government.",https://pharmacy.umich.edu/academics/bs-pharmaceutical-sciences,,B.S.,Pharmaceutical Sciences,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Philosophy is the oldest of the intellectual disciplines and the one that is most general in its concerns. Almost any subject of human inquiry can become the occasion for philosophical reflection. Philosophy explores fundamental questions about the nature of reality, knowledge, and value. Students in philosophy examine the views of major thinkers of the past and present, learn to analyze and evaluate their arguments, and develop and defend their own views on these issues. By studying philosophy, students develop their capacity for critical thinking, careful reasoning, and clear, effective writing and speaking. These skills are of immense value in any field of human endeavor, and U-M philosophy graduates pursue careers in a wide variety of areas, including law, medicine, business, government, and education.",https://lsa.umich.edu/philosophy,,"Major, Minor",Philosophy,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Philosophy majors investigate such abstract questions as: What is the nature of consciousness? What is the best way to live? Is it rational to believe in God? Are there objective truths about the world? Students study the works of major philosophers, past and present, and are encouraged to develop their own philosophical views. They develop their abilities to reason logically, to analyze and evaluate arguments, and to express their own ideas in a clear and persuasive manner. The Philosophy Department offers an honors major, a minor in philosophy, a minor in law and philosophy, and a minor in moral and political philosophy.",https://lsa.umich.edu/philosophy,,,"Philosophy, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
"Philosophy, Political Science, or Economics","The Philosophy, Politics, and Economics (PPE) major is designed for students who seek a broad and rigorous training in the foundations of the social sciences. The major is organized around the conviction that the disciplines of philosophy, political science, and economics have important things to say to each other and that a good training in the social sciences should integrate a student's understanding of these three subjects. To that end, the PPE major has an interdisciplinary structure that requires students to master the analytic tools of the three disciplines and to apply them to a wide range of social problems.",https://lsa.umich.edu/ppe,,B.A.,"Philosophy, Politics, and Economics",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The U-M Physics Department provides a rigorous curriculum in physics, including both coursework and research opportunities, within a liberal arts framework. The department offers several undergraduate degree programs, intended to suit the needs of a variety of students, from those who wish to pursue a career in physics or a related field, to those who simply want a strong quantitative background for a career in fields such as law or medicine. The BS degree program is designed for those students who desire a strong foundation in physics, either for a career in physics or a related technical field, or in preparation for graduate school. The general physics major is intended for students who wish to combine the study of physics with a related field, or with pre-professional requirements. The interdisciplinary programs are intended for students who have a focused interest in an interdisciplinary area.",https://lsa.umich.edu/physics,,BS,Physics,https://admissions.umich.edu/academics-majors/majors-degrees,
,,,,,"Physics, BS",https://admissions.umich.edu/academics-majors/majors-degrees,Failed to parse JSON response
"['Performance', 'Music Education']","The Department of Piano at the University of Michigan School of Music, Theatre & Dance offers a wide array of opportunities for the study of keyboard instruments in an environment that is both nurturing and challenging. Dedicated to providing a comprehensive musical education to talented students from across the country and around the world, the department’s renowned faculty is comprised of artist-teachers equally at home in the studio and on the concert stage. Students at all levels receive a solid grounding in the essentials of keyboard technique and musicianship, while also being encouraged to develop their own artistic personalities. The core of instruction consists of a weekly private lesson with a master teacher. In addition, students have weekly performance classes, and also participate in a variety of small and large ensembles, including the renowned U-M contemporary directions ensemble. Coursework includes a full range of classes in music theory and musicology, as well as a rich curriculum of electives.",https://smtd.umich.edu/academics/departments/piano/,"The School of Music, Theatre & Dance is a founding member of the National Association of Schools of Music (NASM), and has been continuously accredited by that body since 1928.",B.M.,Piano,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Plants are fundamental to all life on Earth. They provide the food we eat, the oxygen we breathe, and ﬁber for clothing and shelter. Plant biology has direct bearing on many of the critical environmental issues we currently face, such as climate change, conservation biology, and sustainability. Through research, we can address these challenges by improving crop yields, developing biofuels, and discovering new medicines. The Plant Biology major emphasizes the integrative nature of plant science and provides a strong background for graduate study or employment in a variety of jobs in government, academia, or private industry.",https://lsa.umich.edu/eeb/undergraduates/majors-and-minors/plant-biology-major--bs-.html,,"BS, Minor",Plant Biology,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Polish minor offers students interested in Poland an opportunity to combine the study of the Polish language with course work in English on Polish literature, film, and culture. A minimum of four semesters of Polish is required, along with a course on Polish culture taught in English. By fulfilling the requirements for the minor, students will be able to demonstrate at least an intermediate-mid proficiency in Polish in all four skills (speaking, listening, reading, writing). This can be documented by taking a proficiency test. Students will also be able to demonstrate a good knowledge of Polish history and culture, and they will be able to read and analyze literary works in Polish with the help of a dictionary.",https://lsa.umich.edu/slavic/undergraduate/polish-language-and-literature.html,,Minor,Polish,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Political Science is a broad discipline that seeks to understand politics in all its dimensions. The curriculum is organized around four main fields: American politics, comparative politics, political theory, and world politics. Each field addresses a core set of questions about politics and provides a different lens to understand the political world. Through a wide variety of coursework in these fields, students in the political science major will gain a deeper understanding of political concepts and processes, learn about political systems and behavior in the US and around the world, and engage with enduring questions about justice, power, and the good life. Students will also learn social scientific methods and how to apply them to better understand the political world. By taking political science courses, students will strengthen their ability to think critically, communicate effectively, and engage thoughtfully in civic life.",https://lsa.umich.edu/polisci,,B.A.,Political Science,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Political Science is the study of how people gain and use power to make collective decisions in a world of conflicting interests. It examines political behavior in a variety of contexts, including elections, social movements, international relations, and public policy making. The political science major can provide excellent preparation for a career in government, law, business, education, journalism, or public service. Students take a combination of classes in four areas: American politics, comparative politics, political theory, and world politics. U-M also offers a minor in political science and a minor in international security, norms, and cooperation through the Political Science department.",https://lsa.umich.edu/polisci,,,"Political Science, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Sweetland Center for Writing offers a major in Writing for LSA students. The major in Writing provides students with a sustained and theoretically-grounded education in the study and practice of writing in a variety of non-academic genres. Writing majors will develop a greater knowledge of, and sophistication with, written argumentation and language; an understanding of writing as an intellectual and ethical practice; an ability to conduct inquiry-based research, and the rhetorical knowledge to shape writing for a wide range of audiences and purposes.",https://lsa.umich.edu/sweetland/undergraduates/minors-in-writing/major-in-writing.html,,A.B.,"Professional Writing and Rhetoric, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
Research-Focused Emphasis,"Psychology is the scientific study of the mind, the brain, and human behavior. Psychologists use the scientific method to answer questions about how we think, feel, and act, and then they apply that knowledge to the real world. Psychology at Michigan is uniquely interdisciplinary and research-oriented. Students take courses in six different areas of psychology: behavioral and cognitive neuroscience, clinical, cognitive, developmental, organizational, and social.",https://lsa.umich.edu/psych,,"BA, BS, Minor",Psychology,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Psychology is the scientific study of the mind, brain, and human behavior. Psychologists study everything from the basic workings of the human brain to consciousness, memory, reasoning, and language, to personality and mental health. Students will take courses in a variety of areas, including biopsychology, cognition, developmental psychology, and social psychology. In this major, you can focus your course of study around a particular area of psychology and/or learn how psychological principles are applied in a variety of other fields. You'll complete a combination of introductory and upper-level courses, and will have the option to complete an original research project as a part of an honors thesis. Many students go on to graduate study in the discipline. With a degree in psychology, you’ll also be prepared for a variety of careers in business, law, medicine, human services, and education.",https://lsa.umich.edu/psych,,,"Psychology, AB, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The School of Public Health is consistently ranked among the top schools of public health in the nation and is fully accredited by the Council on Education for Public Health (CEPH). Students interested in public health can major in Community and Global Public Health (BA) or Public Health Sciences (BA or BS). Both majors focus on health and disease at the population level. Students will gain an understanding of the five core disciplines of public health, which allows them to explore the complex biological, social, economic, and political factors that affect the health of communities and populations worldwide. Students are taught and mentored by faculty who are recognized leaders in their fields, and have access to world-class resources. Experiential learning is an important aspect of a public health education. As a part of the major, students are required to complete an internship with a public health organization. To prepare for their internship and future career, students have a variety of resources available to them, including a public health-specific career fair and one-on-one advising sessions with a career counselor. Our students successfully secure employment across a broad range of settings, including government, non-profit organizations, healthcare, and industry in collaboration with SPH Career Services.",https://admissions.umich.edu/academics-majors/majors-degrees/public-health-sciences-ba,The School of Public Health is consistently ranked among the top schools of public health in the nation and is fully accredited by the Council on Education for Public Health (CEPH).,BA,Public Health Sciences,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Ford School’s Bachelor of Arts in public policy is a liberal arts degree based in the social sciences. As a public policy major, you will learn to understand, analyze, and address a wide range of societal problems, from injustice and inequality to inefficiency and waste. You will build a strong foundation in economics, political science, and sociology. You will learn and apply quantitative and qualitative analytic methods. You will work with diverse communities and organizations on real-world policy challenges. And you will write, speak, and collaborate in ways that build consensus and inspire positive change. The Ford School’s undergraduate curriculum provides you with the skills and knowledge to be an effective and ethical policy analyst, leader, and citizen.",https://fordschool.umich.edu/undergraduate-program,,BA,Public Policy,https://admissions.umich.edu/academics-majors/majors-degrees,
,This program is for students who want a deep and broad knowledge of mathematics. It is especially recommended for students who plan to go to graduate school in mathematics. It is also a good choice for any student who has a strong interest in the more theoretical side of mathematics. Students who complete the requirements of this program will earn a Bachelor of Science in Mathematics.,https://lsa.umich.edu/math/undergraduates/major-and-minor-programs/bs-and-ba-majors.html,,,Pure Mathematics,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Research Administration is one of the fastest growing professions in the U.S. and supports researchers and institutions where research is conducted. This interdisciplinary program is designed for students interested in working on the administrative side of a research enterprise, including universities, hospitals, private industry, and government. You will build a foundation for understanding the legal, ethical, and financial policies governing research by taking courses in the School of Education, social sciences, natural sciences, and humanities. In the final year of the program, you will synthesize learning across courses and apply it to an authentic problem of practice through a required internship and capstone course.",https://soe.umich.edu/academics-admissions/degrees/bachelor-arts-or-bachelor-science/research-administration-ab,,AB,"Research Administration, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
"Mechanical Engineering, Electrical & Computer Engineering, Computer Science","Robotics is an interdisciplinary field, and our undergraduate curriculum reflects that. At its core, robotics is the study of embodied intelligent systems. This means students need a strong foundation across a number of technical areas. Our curriculum provides students a unified approach to robotics, framed around three pillars: Sense, Think, Act. It combines a rigorous theoretical foundation with project-based, hands-on learning. We aim to produce students who are not only capable of understanding the existing robotic systems, but who can also design and create the next generation of robotic systems that will benefit society. Students will choose one of three technical concentrations, each of which is composed of four courses (15-16 credits).",https://robotics.umich.edu/academic-program/undergraduate/,"The Robotics undergraduate program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org, under the General Criteria and the Robotics and Mechatronics Engineering Program Criteria.",,"Robotics Engineering, BSE",https://admissions.umich.edu/academics-majors/majors-degrees,
"French, Italian, Portuguese, or Spanish","This major is designed to give students a thorough grounding in the language and literature of two Romance languages (French, Italian, Portuguese, or Spanish). Students should also acquire a good speaking and writing knowledge of the languages and an acquaintance with the culture of the countries in which they are spoken. The program requires 20-21 credits beyond the prerequisite language courses. The Department of Romance Languages and Literatures offers a broad spectrum of courses in language, literature, culture, and linguistics.",https://lsa.umich.edu/rll,,BA,Romance Languages and Literatures,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Russian major is a liberal arts program designed to give students a thorough grounding in the language and a familiarity with Russian literature and culture. It can also prepare students for a career in government or in the private sector, for graduate work in Russian language, literature, and culture, and for professional schools.

Students who major in Russian will:
- attain an advanced level of proficiency in all four language skills (speaking, listening, reading, writing);
- gain a comprehensive knowledge of the masterpieces of 19th and 20th century Russian literature and of their historical context;
- achieve an in-depth understanding of contemporary Russian culture, as well as the historical and cultural traditions that have shaped it.",https://lsa.umich.edu/slavic/undergraduate/russian-major.html,,"BA, Minor",Russian,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The minor in Russian Studies is designed for students who want a broader, interdisciplinary approach to the field than the Russian minor allows. A knowledge of Russian language is necessary for this minor, but students focus less on linguistic and literary study and more on courses in the social sciences and humanities. A total of 18 credits are required for the minor. Students take one language course and two core courses in Russian culture and history. For the remaining nine credits, students choose from a list of electives in political science, history, sociology, film and media studies, Slavic literatures and cultures, and history of art. All coursework for the minor must be passed with a grade of C- or better.",https://lsa.umich.edu/slavic/undergraduate/minors/russian-studies.html,,Minor,Russian Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
"The major offers three submajors: Screenwriting, Production, and Critical Studies. There is also an FTVM Honors Major.","Screen Arts & Cultures is a liberal arts course of study that gives students an understanding of the history, theory, and aesthetics of film, television, and other screen media. The major also provides students with the opportunity to engage creatively with screen media by taking courses in screenwriting and production. Majors learn to think critically and to write analytically about the history of screen media, their aesthetic and formal properties, and their social, cultural, and political effects. Students who major in FTVM have gone on to careers in fields such as film and television criticism, arts management, filmmaking, screenwriting, museum curating, teaching, archiving, journalism, public relations, and advertising. The major also prepares students for further academic study in graduate school in film, television, and media studies.",https://lsa.umich.edu/sac,,B.A.,Screen Arts and Cultures,https://admissions.umich.edu/academics-majors/majors-degrees,
"English, mathematics, social studies, or science. Science concentrations include: comprehensive science (biology, chemistry, earth science, and physics), life sciences (biology), and physical sciences (chemistry and physics).","In the undergraduate Secondary Teacher Education (Secondary TE) program, you will develop the knowledge and skills necessary to teach a specific subject in grades 6-12. As a Secondary TE student, you will choose to concentrate in one of the following subject areas: English, mathematics, social studies, or science. We offer three science concentrations: comprehensive science (biology, chemistry, earth science, and physics), life sciences (biology), and physical sciences (chemistry and physics). Your major can be in the subject area that you intend to teach, but it is not required. As a student in our program, you will engage in courses and fieldwork that focus on teaching diverse students in a just and equitable way. To ensure you have plenty of practical experience, we will place you in a local classroom during each semester of the program. You’ll be assigned a field instructor to provide one-on-one coaching and support, while an expert classroom teacher will serve as your mentor. During your final semester, you will be immersed in a full-time internship and take on the responsibilities of a classroom teacher.",https://marsal.umich.edu/academics/undergraduate-programs/secondary-teacher-education,The Marsal Family School of Education is a state-approved teacher preparation institution.,AB,"Secondary Education, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Women’s and Gender Studies Department’s minor in Sexuality, Women's, and Gender Studies (SWAG) offers an interdisciplinary course of study that gives students the analytical tools to understand how gender and sexuality shape human societies. Students are introduced to the key concepts in the field; learn about the history of women's and queer social movements; study how gender and sexuality intersect with race, class, and other social identities; and explore these issues in a transnational context. They develop critical thinking skills through the analysis of a wide range of written and visual texts, and they sharpen their oral and written communication skills through class discussions, presentations, and a variety of writing assignments.",https://lsa.umich.edu/women/undergraduates/swag-minor.html,,Minor,"Sexuality, Women's and Gender Studies",https://admissions.umich.edu/academics-majors/majors-degrees,
,,,,,"Small Business Management, BBA",https://admissions.umich.edu/academics-majors/majors-degrees,
,"Social Theory and Practice (STP) is an interdisciplinary major that asks students to think critically about the problems of modern societies and the paths to a more just and humane social order. Drawing upon social, political, and cultural theory, STP students learn to analyze historical and contemporary institutions and struggles over power and inequality. The major fosters independent research, community-engaged learning, and collaborative action. Through its two required courses and an array of electives in the social sciences and humanities, the major brings a variety of theoretical and practical perspectives to bear on specific problems and social movements. These range from civil rights and environmental justice to poverty, post-colonial liberation, public health, law, and education. Each student chooses a topical concentration that will form the basis of their intellectual interests in the major.",https://lsa.umich.edu/stp,,"B.A., Minor",Social Theory and Practice,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Law, Justice, and Social Change', 'Social Work']","Sociology is the scientific study of society. We examine how individuals are shaped by their social settings, how social groups are formed and maintained, how and why societies change, and what the consequences of social change are. Major topics of sociological inquiry include social inequality (class, race, and gender), social institutions (the family, the economy, education), and social change (globalization, social movements). The Department of Sociology at the University of Michigan is consistently ranked as one of the best in the world. As a discipline, sociology is excellent training for a wide variety of careers.",https://lsa.umich.edu/soc,,"A.B., B.A. or B.S., Minor",Sociology,https://admissions.umich.edu/academics-majors/majors-degrees,
"Law, Justice, and Social Change, Sociology of Health and Medicine, International Social Change","The sociology major is designed to provide students with a deep understanding of the social world. It teaches students to think critically and analytically about social issues and social life. Students develop both quantitative and qualitative research skills and learn to analyze data and interpret research findings. As a sociology major, you’ll take courses covering a variety of topics, including race and ethnicity, gender and sexuality, health and medicine, law, crime and punishment, social class, and the family. In the process, you’ll develop the skills that will enable you to better understand and engage with the world around you.",https://lsa.umich.edu/soc,,AB,"Sociology, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
"computer game design, web engineering, or mobile applications","Software engineers are concerned with all aspects of software production from the early stages of system specification to maintaining the system after it has gone into use. In this program, students will learn the principles of software engineering and will learn to apply them to the creation of complex software systems. The curriculum has a strong technical focus that is balanced with an emphasis on professional practice. The curriculum has a strong technical focus with a professional practice emphasis. The core curriculum covers the foundations of computer science and software engineering. Students choose electives from topics such as web engineering, mobile application development, computer game design, artificial intelligence, robotics, computer graphics, and information security. Students in this program must choose a concentration from one of these areas: computer game design, web engineering, or mobile applications.",https://umdearborn.edu/cecs/departments/computer-and-information-science/undergraduate-programs/bachelor-science-software-engineering,"The Bachelor of Science in Software Engineering program at UM-Dearborn is accredited by the Computing Accreditation Commission of ABET, https://www.abet.org.",,"Software Engineering, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Science in Sound Engineering is a rigorous and creative four-year curriculum that prepares students to become leaders in the art and science of sound engineering. The program builds on a strong undergraduate-level foundation of electrical engineering and computer science from the College of Engineering and is combined with the world-class performance and music instruction of the School of Music, Theatre & Dance. A balance of demanding technical course work, practical hands-on experience in our state-of-the-art studios, and a rich all-encompassing music education ensures that our graduates are well-prepared for any number of exciting career paths in the industry. These paths include music recording and production, live sound reinforcement, sound for film and video, sound for the performing arts, sound for mixed media, and hardware or software design.",https://smtd.umich.edu/academics-admissions/degrees-programs/bachelor-of-science-in-sound-engineering/,,,Sound Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Space Science', 'Space Engineering']","Space sciences is the study of space, from our own solar system to distant galaxies. Space engineering is the application of science and engineering to the design, development, and operation of space systems. At U-M, we are one of the only universities to combine both of these fields into a single comprehensive department. From understanding space weather and predicting solar flares to designing satellites and launching rockets, students in the Department of Climate and Space Sciences and Engineering have the opportunity to make an impact on humankind’s most important challenges. The Space Sciences and Engineering (SSE) undergraduate degree program is designed for students who are passionate about the exploration of space and interested in the science of the space environment and the engineering of space systems. The program provides a broad knowledge of the space environment and the fundamentals of spacecraft design, with specialization tracks in either space science or space engineering. After graduation, SSE students find jobs at established aerospace companies and government agencies, at startups that are part of the booming NewSpace economy, and in other high-tech sectors where a strong background in science and engineering is valued. Many students also choose to go on to graduate school.",https://admissions.umich.edu/academics-majors/majors-degrees/space-sciences-and-engineering,"The Space Engineering track of the BSE in Space Sciences and Engineering is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",,Space Sciences and Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Spanish is spoken on all five continents, is the official language of 21 countries, and is the second most spoken language in the U.S. and in the world in terms of native speakers. The Hispanic world has produced some of the greatest literary figures of all time, and today it accounts for a large part of the world’s art, music, and film production. A knowledge of the Spanish language and Hispanic cultures is essential for any professional in any part of the world, but it is especially so in the U.S., where the Spanish-speaking population has reached over 50 million. The major and minor in Spanish provide students with a solid liberal arts education and with a series of marketable skills that prepare them for success in an increasingly multilingual and multicultural world. The major provides an opportunity for students to study, in-depth and from an interdisciplinary perspective, the language, literatures, and cultures of the Spanish-speaking world. In addition to gaining a high level of proficiency in Spanish, majors acquire important skills in critical reading, thinking, and writing that are applicable to a wide variety of professions. The minor allows students to pursue their interest in Spanish by studying language, linguistics, literature, and culture at an advanced level.",https://lsa.umich.edu/rll/undergraduate/our-programs/spanish.html,,"B.A., Minor",Spanish,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Sport Management (SM) program is a specialized business degree that prepares students for the global, diverse, and engaging sport industry. Our program has been widely recognized for its rigorous curriculum, renowned faculty, and hands-on learning opportunities since its inception in 1980. Students receive a broad understanding of the business of sport, and are prepared for jobs with professional sport teams, intercollegiate athletics, sport marketing firms, sport media, and an expanding sport-based corporate sector. The undergraduate SM curriculum is comprised of Kinesiology, LSA, and Ross School of Business courses. SM courses are designed to provide students with an understanding of the relationship between sport and society, and the application of specific business principles to the sport industry.",https://www.kines.umich.edu/sm,,"B.A., Minor",Sport Management,https://admissions.umich.edu/academics-majors/majors-degrees,
"Sport marketing and management, sport policy and analytics, sport and development","The undergraduate Sport Management (SM) program in the School of Kinesiology gives students an in-depth understanding of the sport industry. The curriculum provides a strong foundation in the liberal arts and allows for specialization in one of four areas of interest: sport marketing and management, sport policy and analytics, or sport and development. SM students complete coursework covering a variety of topics including economics, communications, sport law, and business. Students also gain hands-on experience by completing a required internship after their junior year. Graduates are positioned to pursue diverse careers with professional sports teams, college athletic departments, corporate sport marketing firms, and sports media.",https://www.kines.umich.edu/sm,,,"Sports Management, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The statistics major prepares students for careers in business, industry, and government, and for graduate study in statistics and other quantitative fields. The major provides a solid foundation in the fundamentals of statistical theory and practice. The curriculum is flexible and can be tailored to the interests of the individual student through the choice of electives. Statistics is a major offered by the College of LSA and is administered by the Department of Statistics. The Department of Statistics also participates in the Interdepartmental major in Mathematics and Statistics, jointly with the Department of Mathematics. Students completing the major in Statistics earn a Bachelor of Science (BS) or Bachelor of Arts (BA) degree in Statistics.",https://lsa.umich.edu/stats,,B.S. or B.A.,Statistics,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Supply chain management is the management of a network of interconnected businesses involved in the ultimate provision of product and service packages required by end customers. From forecasting demand and sourcing raw materials to manufacturing products and delivering them to consumers, supply chain managers use a systems approach to manage all the activities involved in physically moving goods.",https://michiganross.umich.edu/undergraduate/bba/academics/curriculum/supply-chain-management,,BBA,"Supply Chain Management, BBA",https://admissions.umich.edu/academics-majors/majors-degrees,
"Directing, Playwriting","The Department of Theatre & Drama recognizes that its students are the theatre artists and audiences of the future. The department's goal is to provide its students with an understanding of the intellectual, artistic, and practical aspects of the theatre. To that end, students in the department receive a liberal arts education in the humanities, arts, and sciences combined with pre-professional training in the areas of acting, design and production, directing, playwriting, and theatre studies.",https://smtd.umich.edu/program/theatre-arts/,,BA,Theatre Arts,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Scene Design', 'Lighting Design', 'Costume Design', 'Stage Management']","The Department of Theatre & Drama’s BFA in Theatre Design and Production is a rigorous, conservatory-style program that prepares students for careers as professional designers, technicians, and artisans. The curriculum is based on the philosophy that a good designer or technician must understand all aspects of theatre production. All design and production students take a core of required courses covering all areas of design (scenic, costume, and lighting), technology, and management, along with courses in theatre history, dramatic literature, and directing. At the end of their second year, students choose a concentration to study in-depth for the remainder of their time at SMTD. Students graduate with a strong liberal arts education and a portfolio of professional-quality work. Regular portfolio reviews ensure that they are on track to become professional artists and theatre makers.",https://smtd.umich.edu/program/theatre-design-production/,,BFA,Theatre Design and Production,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Urban and Regional Studies is an interdisciplinary liberal arts program focused on the study of cities and metropolitan regions. In this major, students will engage in in-depth studies of urban trends and characteristics, analyze the determinants of those trends, examine their impacts on individuals, social groups, and institutions, and explore the policy issues that arise from them. The program is designed to provide students with a broad and deep understanding of urban affairs through an interdisciplinary mix of courses and a core curriculum that provides a solid foundation of theoretical perspectives and analytical skills.",https://lsa.umich.edu/urbanstudies,,AB,"Urban and Regional Studies, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Science in Urban Technology is the first undergraduate program of its kind in the United-States. Urban Technology is an interdisciplinary field that connects urban planning and design with technology and data science. The urban technology program addresses a key challenge: the central role of digital technology in cities, and the need for new design and planning approaches that are human-centered, data-informed, and justice-oriented. The program is part of the A. Alfred Taubman College of Architecture and Urban Planning, and features close collaboration with the School of Information, the College of Engineering, and the Ford School of Public Policy. The program prepares students for new kinds of careers at the intersection of cities and technology, such as urban data analyst, civic technologist, smart city strategist, urban product manager, and many others. Taubman College's location in the diverse and complex urban region of Detroit provides a real-world context for student projects and engagement.",https://admissions.umich.edu/academics-majors/majors-degrees/urban-technology,,B.S.,Urban Technology,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Department of Voice has a long-standing international reputation for producing mature, versatile, and complete artists in opera, concert, and recital performance, and for developing teachers who are leaders in the field. The curriculum is comprehensive, offering an extraordinary breadth and depth of opportunity for performance and scholarship at both the graduate and undergraduate levels. With a superb faculty of artist-teachers, more than 300 voice students, and an energetic calendar of professional-caliber performances, the Department of Voice offers a rich and nurturing environment for gifted and motivated young artists.",https://smtd.umich.edu/academics/departments/voice/,,,Voice,https://admissions.umich.edu/academics-majors/majors-degrees,
,"This interdisciplinary program, part of the College of Literature, Science, and the Arts, analyzes gender and sexuality as they intersect with race, class, ethnicity, nationality, and other dimensions of social identity. Students use intersectional feminism to address a wide variety of topics including politics, economics, history, law, culture, and medicine. Courses may explore such diverse topics as the social construction of masculinity and femininity; women in the arts; feminist theory; LGBTQ studies; gender and health; the history of sexuality; and gender, race, and class in the workplace. Students learn to think critically, communicate clearly, conduct research, and advocate for social justice.",https://lsa.umich.edu/women,,,"Women's and Gender Studies, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
