Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"The major blouses Social blouses the unique and interdisciplinary spirit of the School of Social Ecology. Students take courses from all three of the school's departments: Criminology, Law & Society, Psychological Science, and Urban Planning and Public Policy. Students graduate with a well-rounded understanding of how these disciplines intersect and inform an understanding of social, psychological, environmental, and legal problems. Students also learn how research can address these problems with the intent of finding solutions.",https://catalogue.uci.edu/schoolofsocialecology/socialecology_ba/,,B.A.,Bachelor of Arts in Social Ecology,"The official university website for the University of California, Irvine is uci.edu.",
,"An interdisciplinary minor that provides an introduction to the field of social ecology. The minor is for students who have an interest in a multidisciplinary approach to the study of social, psychological, environmental, and legal problems. Students take courses in all three of the school's departments: Criminology, Law and Society; Psychological Science; and Urban Planning and Public Policy. The minor culminates in a well-rounded understanding of how these disciplines intersect and inform an understanding of social, psychological, environmental, and legal problems. Students also learn how research can address these problems with the intent of finding solutions.",https://catalogue.uci.edu/schoolofsocialecology/socialecology_minor/,,Minor,Minor in Social Ecology,"The official university website for the University of California, Irvine is uci.edu.",
"['Education', 'Governance', 'Health']","The major in Social Policy and Public Service (SPPS) provides an interdisciplinary perspective on the study of policies and society. Using the knowledge and methods of various social science discipline, SPPS majors analyze the influence of social inequalities, policies, and the role of social institutions. [3] A degree in this major prepares students for careers in government organizations, public policy, non-profit organizations, public administration or public health, academic research, social work, and education. [3] The curriculum for the major covers various research methods and statistics, contemporary social policy issues, public and social policy, and leadership. [3] Requiring students to conduct action research at a local non-profit or a government agency, the curriculum involves the examination of societal inequalities across groups and systems. [3] With three concentrations (governance, education, and health), the program is designed to help students engage questions about economic inequality, educational access and quality, poverty, family structures, health access, and civic participation to cultivate analytic and research skills when addressing social issues. [1] Through a selective curriculum and research training, students are guided to create a strong academic portfolio in preparation for graduate studies or the job force. [1]",http://www.spps.socsci.uci.edu/,"The University of California, Irvine is accredited by the WASC Senior College and University Commission (WSCUC). [12, 19] There is no mention of a separate, programmatic accreditation for the Bachelor of Arts in Social Policy and Public Service on the official university website.",Bachelor of Arts,Bachelor of Arts in Social Policy and Public Service,"The official university website for the University of California, Irvine is uci.edu.",
"['Business, Economy, and Organizations', 'Diversity and Inequality', 'Global and International Sociology', 'Social Problems and Public Policy']","Sociology at UCI involves the study of societies and human groups, examining social conflict and cooperation, inequality, and the social organization of families, communities, workplaces, and nations. The program covers the breadth of the discipline while providing students with opportunities for independent research and participation in an Honors Program. Students are introduced to the most important ideas, methods, and findings in sociology through introductory courses, explore basic subareas in lower-division courses, and pursue specialized study in upper-division courses. The curriculum includes courses on social institutions, theory, and methods, as well as more specialized topics like race and ethnicity, social psychology, sociology of gender, and political sociology. The department's faculty focus on empirical sociological research in areas such as small groups, organizations, work, art, world systems, gender, family, and social networks.",http://catalogue.uci.edu/schoolofsocialsciences/departmentofsociology/sociology_ba/,"UC Irvine is accredited by the Western Association of Schools and Colleges, Senior College and University Commission (WSCUC). [21]",Bachelor of Arts,Bachelor of Arts in Sociology,"The official university website for the University of California, Irvine is uci.edu.",
,"Sociology studies patterns of relationships among people, how behavior is shaped by these patterns of relationships, and how conflicts and cooperation among groups affect social structure and effect social change. [9]",https://catalogue.uci.edu/schoolofsocialsciences/departmentofsociology/sociology_minor/,,Minor,Minor in Sociology,"The official university website for the University of California, Irvine is uci.edu.",
,"The Software Engineering major provides students with a strong foundation in all aspects of software development, from the initial conception of ideas, to envisioning those ideas in designs for new systems and features, to implementing those designs in modern technology stacks and frameworks, to ensuring the overall quality of the systems throughout. [4] The major is designed to prepare students to be productive members of software engineering teams in all kinds of application domains. [4] Graduates of the program can expect to work in industries ranging from startups to the largest technology corporations, in virtually any application domain, including healthcare, finance, entertainment, energy, technology platform providers, social media, virtual reality, education, internet search, and more. [4] A particular feature of the Software Engineering major is that it is hands-on: students continuously design and build new software, from the first courses in which they might be learning how to program to the final capstone in which they work with an outside organization for two quarters to create a substantial software system. [4] Courses in the major frequently embrace the newest trends and technologies, offering students an up-to-date education that prepares them not just for today's computing landscape, but also teaches them the skills necessary to quickly adopt ever-emerging new technologies. [4]",https://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/softwareengineering_bs/,,B.S.,Bachelor of Science in Software Engineering,"The official university website for the University of California, Irvine is uci.edu.",
,"The academic mission of the Department of Latin American and Iberian Cultures at UCI  

is to broaden the intellectual and cultural horizon of our students by familiarizing  

them with the rich traditions and cultural diversity amassed by Spanish speaking  

communities. Students receive a well rounded education with special emphasis on  

understanding of cultural differences and the development of independent critical  

thinking. Our courses cover a wide range of subjects: from literature, linguistics and  

arts to film and popular culture. While the study of the Spanish language is central  

to the organization of our curriculum, our students also become aware of the  

importance of the indigenous cultures of Latin America, the significant contributions  

made by people of African descent to Latin America and the different traditions and  

languages that have shaped the history of modern Spain, such as Catalan.",https://humanities.uci.edu/spanish/,,BA,Bachelor of Arts in Spanish,"The official university website for the University of California, Irvine is uci.edu.",
,"The Spanish minor provides the opportunity to develop language proficiency while expanding knowledge of Hispanic cultures, literature, and linguistics. Many Spanish minors combine their studies with fields such as political science (pre-law), pre-med, communications, psychology, and economics. [14, 15] The Department of Spanish and Portuguese offers a minor in Spanish and a minor in Spanish/English Bilingual Education. [14] The goal of the minor in Spanish/English Bilingual Education is to create a pathway to better prepare students who wish to become future bilingual teachers. [14]",https://catalogue.uci.edu/schoolofhumanities/departmentofspanishandportuguese/spanish_minor/,,Minor,Minor in Spanish,"The official university website for the University of California, Irvine is uci.edu.",
,"TThe he m-inor i-n S-tatistics i-s d-esigned t-o p-rovide s-tudents w-ith e-xposure t-o b-oth s-tatistical t-heory a-nd p-ractice. T-he m-inor r-equires a t-otal o-f s-even c-ourses. T-hese i-nclude a m-athematics c-ourse, f-ive c-ore s-tatistics c-ourses, a-nd a-n e-lective t-hat m-ay b-e t-aken f-rom a-mong s-everal d-epartments. S-ome o-f t-he c-ourses u-sed t-o c-omplete t-he m-inor m-ay i-nclude p-rerequisites t-hat m-ay o-r m-ay n-ot b-e p-art o-f a s-tudent's c-ourse r-equirements f-or t-heir m-ajor. B-ecause o-f t-his, t-he m-inor i-s s-omewhat i-ntensive, b-ut i-t i-s a u-seful c-omplement t-o a v-ariety o-f u-ndergraduate f-ields f-or m-athematically i-nclined s-tudents. T-he m-inor, s-upplemented w-ith a f-ew a-dditional c-ourses (m-athematics a-nd c-omputing), w-ould p-rovide s-ufficient b-ackground f-or g-raduate s-tudy i-n s-tatistics.. [10]",https://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofstatistics/statistics_minor/,,Minor,Minor in Statistics,"The official university website for the University of California, Irvine is uci.edu.",
Geographic Information Systems (GIS) Specialization,"Urban Studies provides interdisciplinary training for students who want to foster sustainable and equitable communities. [9] The major integrates theories and analytical tools from the fields of urban planning and public policy to investigate the causes and consequences of city and regional challenges and to develop strategies to address them. [9] Undergraduate students who major in Urban Studies will become acquainted with the global challenges of urbanization and the analytical skills needed for addressing them. [10, 11] Students will acquire the background for entering graduate study in related fields, including urban planning, community and economic development, and transportation, to name only a few, or for seeking entry-level positions in fields that address urban problems, including urban planning, community development, transportation, and housing. [10, 11]",https://uppp.soceco.uci.edu/undergraduate/urban-studies-major,,Bachelor of Arts,Bachelor of Arts in Urban Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The Urban and Regional Planning minor focuses on urban planning issues and offers opportunities to students to learn about the planning and development problems in our cities that we already face and those that we are likely to face in the next few decades. [8, 13] Students explore a number of ways to make our cities more equitable, inclusive, sustainable, and livable. [8, 13] Courses in the department provide important insights into the social, political, economic, historical, and cultural forces shaping urban areas. [8, 13] In addition, these courses offer students an excellent opportunity to prepare for graduate programs in related fields, including architecture, landscape architecture, urban and regional planning, public policy, law, business, public administration, public health, and social services. [8, 13] You can learn more about the design and development of urban areas including the planning and design of sustainable neighborhoods, urban environmental problems, inequities in access to urban amenities, housing affordability crisis and transportation, climate change. [8, 13] Students could draw their own conclusions on how to address different types of urban problems from a variety of themes and perspectives including those that involve class, gender, and race. [8, 13]",https://catalogue.uci.edu/schoolofsocialecology/departmentofurbanplanningandpublicpolicy/urbanandregionalplanning_minor/,,Minor,Minor in Urban and Regional Planning,"The official university website for the University of California, Irvine is uci.edu.",
