Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired,Description.1
,Bachelor of Science in Fitness & Sport Management,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,"Department of Health, Exercise, and Sport Science",,,,,,,,,"The mission of the fitness and sport management degree program is to develop ethically responsible fitness and sport practitioners who are competent and prepared to promote lifelong fitness in a variety of careers in the health and wellness. Students will learn a mix of both fitness and health information and business related information. A mix of both of this information provides an understanding of how business works in sports and wellness related careers, prepping students to be successful in their future career in the field. You can expect to take courses that go over the science of exercise, nutrition, the way the human body functions, managing sports, and general business information such as accounting, managing, and marketing. [1]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [5] No specific accreditation for the Fitness & Sport Management program is mentioned on the university's website.",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in General Business,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"A bachelor's degree in business administration teaches the fundamentals of business management, from ethics to accounting to marketing. Whether you're looking to sell the next groundbreaking product or service, or you're simply hoping to work a stable job in the business world, the bachelor's degree in business administration program at Cumberlands has everything you need to accomplish your goals. [2] The mission of the Hutton School of Business at University of the Cumberlands is to foster academic excellence and student achievement and to provide students with a strong academic foundation that will prepare them to succeed in the business world. [2]",,https://www.ucumberlands.edu/academics/undergraduate,"The Hutton School of Business at University of the Cumberlands has received specialized accreditations for its business programs through the International Accreditation Council for Business Education (IACBE) located at 11960 Quivira Road in Overland Park, Kansas, USA. [2, 5] For a list of accredited programs please refer to our IACBE member status page. [2] University of the Cumberlands is also accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [5, 6]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in History and Political Science,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,"Explore the depths of U.S. and world history and learn to navigate the future through a political lens! With classes that dive into the expanse of government and powers, you will equip yourself with a well of invaluable knowledge that you can use in your personal as well as your professional life! [2]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges to award baccalaureate, master's, and doctoral degrees. [9]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Human Services,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,False,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,counseling,"A Bachelor of Science or Bachelor of Arts in Human Services from University of the Cumberlands is the perfect chance for you to build a foundation of knowledge and skills focused on one thing: serving others. No matter the background, race, gender, or beliefs of a person, each individual is worth helping in their time of need. But in order to serve them well (and keep from burning yourself out), you need good training from experienced advisors. That's where this degree comes in. [9] The curriculum of this Bachelor's degree program focuses on professional helping skills, behavioral therapy and current social issues. [10] The overarching goal of this program is to enhance self-awareness and increase an understanding of personal values, while developing an appreciation for diversity and the needs of humanity. [10] The mission of the bachelor's in human services degree at Cumberlands is to provide students the foundational knowledge and skills required to work within the helping profession. [9]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [8]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.0,,,50.0,,71,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Applied Science in Human Services - Addictions,,,,,Undergraduate,Fall 2026,,,,,,Not Required,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,Addictions Emphasis,"The mission of the bachelor's in human services degree at Cumberlands is to provide students the foundational knowledge and skills required to work within the helping profession. [5] As you pursue either a Bachelor of Arts or a Bachelor's Degree in Human Services at Cumberlands, trainees will study with faculty members who are experienced professionals in the field. [5] Each one is equipped to offer their expertise through a curriculum based on a Christian perspective and an attitude of servant leadership. [5] Course topics navigate current topics and treatment for a variety of mental health challenges, substance abuse treatment, and other applications of social work that human services professionals provide. [5] The curriculum of this Bachelor's degree program focuses on professional helping skills, behavioral therapy and current social issues. [4] The overarching goal of this program is to enhance self-awareness and increase an understanding of personal values, while developing an appreciation for diversity and the needs of humanity. [4] Goals of this program also include: Understanding human services in relation to individuals, groups and communities; Integrating healthy professional boundaries and best ethical practices; Demonstrating professional competencies within the classroom; Applying skills in a professional setting. [4]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [6] University of the Cumberlands is also accredited by the Council on Social Work Education's (CSWE) Board of Accreditation (BOA). [6]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Information Technology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,,Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,['Software Engineering Emphasis'],"Technology is woven into every industry—and IT professionals are the ones who keep it running. At University of the Cumberlands, our Bachelor of Science in Information Technology program is designed to turn your curiosity into capability, preparing you to solve real-world problems in a fast-paced digital world. This program blends foundational theory with hands-on application in areas like systems analysis, network security, database management, and hardware/software support. You'll learn how to implement and maintain technology solutions that improve organizational performance—whether in healthcare, education, finance, government, or beyond. IT careers span every sector, and demand continues to grow. That means your degree can take you anywhere—from local businesses to global corporations. You'll graduate not just with technical knowledge, but with the adaptability and problem-solving skills today's employers value. Whether you're passionate about cybersecurity, systems integration, or building better user experiences, a degree in IT from Cumberlands equips you to make an immediate impact—and grow into a leadership role in the field of your choice. [10]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [11] The Information Technology Sciences BS received the National Security Agency's CAE-CD designation. [13]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Mathematics,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"All undergraduate degrees in the department are based ɔn α four-course sequence in calculus and differential equations and have α computational component. The mathematics and applied mathematics degrees all require further mathematics courses in analysis and algebra. The statistics degrees all require α further statistics core. The applied mathematics program has α four-course professional core requirement to promote the understanding of how mathematics is applied in other fields. There are additional requirements particular to each degree program, including technical electives in the major. Each degree program requires α minimum of 120 credit hours. The bachelor of science in mathematics differs from the bachelor of arts by requiring more hours in the major (although the same total hours for the degree). The extra requirements consist of additional mathematics technical electives as well as coursework in the sciences.",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Middle School Education,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Not Required,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Missions and Ministry,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Not Required,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Department of Missions and Ministry,,,,,,,,,"The Missions and Ministry Program at University of the Cumberlands is for those interested in understanding biblical and historical studies, theology and ethics, and further developing skills for an effective ministry in the contemporary world. [2] The program aims to help students apply their Christian faith to daily life in both word and deed and develop the skills needed to engage in effective Christian missions and ministry. [2] The mission of this program is to assist students in developing their ability to analyze, interpret, and apply the Bible in the church and to the world in the 21st century; assist students in developing an understanding of other faiths and worldviews; and to assist students in preparing for a lifetime of learning and of responsible service and leadership. [2] As a student in the program, you'll gain an understanding of biblical literature, history, theology, and ethics. [1] The curriculum includes courses such as Exploring World Religions, Exploring the Non-Canonical Works, Developing Our Spiritual Life, Planning and Leading Worship, and Ministering to Individuals and Families. [2]",,https://www.ucumberlands.edu/academics/undergraduate,,,199,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Music,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"['Bachelor of Science in Music', 'Bachelor of Music Education', 'Music Therapy Pathway']","Music expresses emotion in ways that words never could. Has God given you a gift for music? Cultivate it as a music degree major at University of the Cumberlands. Our bachelor's degree in music program is designed to help you understand musical concepts, acquire musical skills, and develop a passion for the art of music. Outstanding musical professionals will guide you as you develop your talents and will provide insight into future career paths you can pursue with your music degree. [4]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [12] For a list of accredited programs for the Hutton School of Business, please refer to their IACBE member status page. [12] The education programs are state-accredited through Kentucky's Educational Professional Standards Board (EPSB). [12]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Nursing,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,"Department of Nursing, Hutton School of Health Sciences",,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,$298,FALSE,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Various,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Peer Support,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,A specific program for 'Bachelor of Science in Peer Support' was not found on the University of the Cumberlands website. The general admission requirements for undergraduates are a completed application and official transcripts from high school (or GED) and any colleges/universities attended.,Not Required,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Physics,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,Department of Mathematics & Physics,,,,,,,,,"Through a Bachelor of Science in Physics, you will cultivate critical-thinking skills, apply physical principles, develop skills in experimental physics, and extend your math knowledge. As you develop these cognitive skills, you'll also explore professional and ethical responsibilities to society. Upon graduation, you'll be prepared for entry level positions in a variety of fields, from astronomy, to engineering, to education, and more. [9] Though physics is a complex field, it's a worthwhile one, and it influences a multitude of industries worldwide. By pursuing a bachelor's degree in physics at University of the Cumberlands, you will develop cognitive skills in critical thinking and problem solving, gain a wealth of mathematical knowledge, and explore the professional and ethical responsibilities physicists have toward society. [9]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-Based, Need-Based",FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Psychology,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"The mission of the bachelor's degree in psychology program is to prepare students for diverse careers in fields such as marketing, management, clinical psychology, counseling, and more. [13] It aims to provide an educational background appropriate for a liberal arts program, prepare students for careers that value a bachelor's degree in psychology, and lay a strong foundation for graduate study in various disciplines. [13] The program is designed to develop students' understanding of working with others, enhance their counseling skills, and foster critical thinking and people skills for success in the workforce. [13] A bachelor's degree in psychology from the University of the Cumberlands will prepare you for entry-level positions in a variety of human service fields as well as for graduate school. [13] It can position you well for graduate study in psychology, nursing, counseling, social work, business, law, education, medicine, and many other areas. [13]",,https://www.ucumberlands.edu/academics/undergraduate,The University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC).,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Public Health,,,,,Undergraduate,Fall 2026,,,,,,Not Required,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"The Bachelor of Science in Public Health is a 58 unit program designed to build students' knowledge and skills in the field of public health and provide a pathway for graduates to enter a range of professions to influence and support the health of communities. [1] Students engage with a curriculum grounded in public health competencies of social determinants of health, epidemiology, health policy, community organizing, health and power inequities, public health programming and practice in the field. [1] They also build skills to support their agency as informed and engaged participants in a democracy; these include, but are not limited to, oral and written communication skills, quantitative, scientific and information literacy, critical thinking, critical consciousness, cultural humility, teamwork, leadership and creative problem solving. [1] This public health foundation prepares students for a broad range of roles and types of jobs where they may use knowledge, skills and values gained from their public health training to address public health challenges of the 21st century and to advocate for and build healthy communities. [1]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Social Work,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,False,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,"The BSSW curriculum, which includes field practice (internship) experiences, prepares students to become highly competent social workers who advance human rights, engage in practice-informed research and policy practice, and effectively encounter and strategically work with individuals, families, groups, organizations, and communities. [1] Our program equips you for a variety of roles, from case management to community organizing, working with populations from children to the elderly. [1]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Spanish,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Special Education LBD P-12,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"A completed Application and an official high school transcript with the grade point average computed on a 4.0 scale are required. For students with 0-11 hours of college credit, the official high school transcript must show a cumulative GPA of at least 2.0 on a 4.0 scale. High school transcripts are not required for students who have obtained 12+ hours of college credit after graduating high school. GED students must provide official scores from the General Education Development Test (GED). Official transcripts from relevant colleges/universities attended are also required. [1]",Not Required,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Theatre,,,,,Undergraduate,Fall 2026,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,"['Design', 'Technical Theatre', 'Theatre Management']","The Bachelor of Science (B.S.) in Theatre prepares students for graduate study or for entry-level opportunities in theatre through three tracks: Design, Technical Theatre, or Theatre Management. [2] All students must complete the general education core curriculum required by the University. In addition to these courses, the theatre major requires the completion of a minimum of fifty-five (55) semester hours of theatre courses and a minimum of eighteen (18) hours in an approved minor. [2] Students who concentrate in Design/Technical Production or Theatre Management may elect the B.S. degree and, in lieu of twelve (12) hours of a foreign language, may complete six (6) hours of approved computer courses and six (6) hours of theatre electives. [2] The mission of the theatre arts program at University of the Cumberlands is to provide you with fundamental understanding and appreciation of theatre performance, history, literature, and technology. [7]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Youth and Family Ministry,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"To apply for undergraduate admission, students will need to create a Patriot Portal account to complete the application. The university will consider high school GPA, course load, and similar academic indicators. [2]",Not Required,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,"Bachelor of Science in Health, Physical Education, and Coaching P-12",,,,,Undergraduate,Fall 2026,,,,,,,Required,,,,True,True,True,,,,,True,,,,True,True,,False,False,,,,,,,,,,,,,"If you want to become a health teacher, phsyical education teacher, or a combination of both, then this is the degree program for you. University of the Cumberlands' bachelor's degree program in health and physical education will lay the groundwork you need to become an impactful teacher. From wellness initiatives in youth to best practices in teaching for young minds and bodies, your classes will cover all the essentials. [2]",,https://www.ucumberlands.edu/academics/undergraduate,University of the Cumberlands' School of Education is accredited through Kentucky's Educational Professional Standards Board (EPSB) and has national accreditation through the Council for Accreditation of Educator Preparation (CAEP) at the initial-licensure level and advanced-level. [2],,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.0,,,50.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in History and Political Science - Education,,,,,Undergraduate,Fall 2026,,,,,,Optional,Required,,,,True,True,True,,False,False,,True,False,False,False,True,True,,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,"The School of Education at University of the Cumberlands is accredited through Kentucky's Educational Professional Standards Board (EPSB) and nationally accredited by the Council for Accreditation of Educator Preparation (CAEP). [2, 7]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,53.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,"A social studies education degree equips students with knowledge in history and social studies, along with the skills needed to teach these subjects at the secondary school level. [10] It combines coursework in topics like world history and American history with education-focused training in lesson planning, student evaluation, and instructional methods. [10] If your career goal is to introduce students to the rich, dynamic history of the past in order to prepare them for the future, a degree in secondary education with a major in history is the first step toward making that dream a reality. [10]"
,Bachelor of Science in Mathematics - Education,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,A completed Application. [1] An official high school transcript with the grade point average computed on a 4.0 scale. GED students must provide official scores from the General Education Development Test (GED). [1] Official transcripts from relevant colleges/universities attended. [1],Not Required,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teach the language of the universe to young learners. [1] As a major in mathematics, you'll be developing highly sought-after problem-solving skills to aid you in a variety of career opportunities. [1] With a focus on secondary education, you'll learn how to use creativity and communication to prepare students for future careers in science, technology, engineering, and mathematics (STEM). [1] Thanks to our small class sizes, you'll receive one-on-one instruction from professors who are committed to helping you achieve your specific career goals. [1] Classroom discussion will teach you how to think critically. [1] Coursework will teach you how to learn. [1] Combine all that with access to state-of-the-art technology, you'll be well on your way to making a difference in your very own future classroom. [1] Coursework for our accredited bachelor's degree program in mathematics education is aimed at helping students gain a fundamental understanding of the math and science that govern our everyday modern lives. [1] Throughout your mathematic studies at Cumberlands, you'll take relevant physics and mathematics coursework—from calculus to differential equations to discrete mathematics and more. [1] As an education student you'll also gain comprehensive understanding of how to develop lessons, assess progress, personalize instruction, and more. [1]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands' School of Education is accredited through Kentucky's Educational Professional Standards Board (EPSB) and has national accreditation through the Council for Accreditation of Educator Preparation (CAEP) at the initial-licensure level and advanced-level. [2, 3]",,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,17.0,,,,,,,,,920.0,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Biology - Education,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,True,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,"The biology education program at University of the Cumberlands provides the training you need to pursue a career teaching science in public and private schools. This is your opportunity to build a solid fundamental understanding of all sciences, with a special emphasis in biological sciences — from cellular biology to genetics to biodiversity. In addition, you will gain a comprehensive education in age-appropriate lesson planning, classroom management, creating assessments, and other necessary skills that middle school and high school science teachers need to succeed.",,https://www.ucumberlands.edu/academics/undergraduate,100% Accredited Program,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Chemistry - Education,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"Along with educational training, you will gain an understanding of general science, with a special emphasis in chemistry. Explore general chemistry, organic chemistry, biochemistry, and analytical chemistry while simultaneously strengthening your teaching skills. [13]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,RN to Bachelor of Science in Nursing,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Not Required,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,"The online RN to BSN program at the University of the Cumberlands is designed for registered nurses who want to earn a Bachelor of Science in Nursing (BSN). [5] The curriculum builds on existing nursing knowledge and skills, preparing nurses for leadership roles and graduate studies. [5, 6] It focuses on seven key areas of modern nursing: leadership, quality improvement, evidence-based practice, informatics, population health, collaboration, and professionalism. [5] The program aims to enhance students' abilities in community healthcare, child and family healthcare, adult healthcare, and crisis care settings, while also nurturing research skills for evidence-based practice and strengthening critical-thinking, data management, and communication skills. [6] This fully online program can be completed in as little as 12 months. [5, 12]",,https://www.ucumberlands.edu/academics/undergraduate,"The RN-BSN degree program at University of the Cumberlands is accredited by the Commission on Collegiate Nursing Education, 655 K Street, NW, Suite 750, Washington, DC 20001, 202-887-6791. [4]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Accounting,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,,Not Required,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,"A specific 'Minor in Accounting' program is not listed on the University of the Cumberlands' official website. The university offers a 'Minor in General Business' which is an interdisciplinary program designed to complement students' major areas of study by introducing them to fundamental concepts in various business disciplines, including management, marketing, finance, and accounting. [12] This minor can enhance a graduate's employability across a wide range of industries or serve as a foundation for further studies. [12]",,https://www.ucumberlands.edu/academics/undergraduate,The business programs at the University of the Cumberlands have been granted first-time accreditation by the Board of Commissioners of the International Assembly for Collegiate Business Education (IACBE).,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Art,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Biology,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Business,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,Minor in General Business,"This interdisciplinary program is designed to complement students' major areas of study by introducing them to fundamental concepts in various business disciplines, including management, marketing, finance, accounting, and entrepreneurship. A minor in General Business can enhance graduates' employability across a wide range of industries or serve as a foundation for further studies in business-related fields at the graduate level if they choose to pursue advanced education or professional certifications.",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Chemistry,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
