Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired,Description.1
,Minor in Environmental Science,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"Any student with an interest in the Environmental Science minor should see the contact person to discuss their interest, course requirements, and complete the Declaration of Minor form. Students must have a minimum overall grade point average of 2.0 to be admitted to the minor. [5, 7] The minor requires the completion of 15 credit hours from approved courses. [5]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,"The Environmental Sciences minor allows students to connect the topics from their major to the compelling, contemporary issues that connect humans to the environment. The minor includes courses in all academic units to provide links between disciplines and to provide a foundation for analysis of environmental issues. [8, 9]",,https://catalog.ncsu.edu/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Environmental Toxicology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"NCSU undergraduate students may be admitted to the minor after successfully completing 60 credit hours. Students must download and complete the Minor Application Form and return it to the Undergraduate Program Coordinator. [4] The minor requires the completion of 15 credit hours, with nine hours from required courses and six hours from electives. [4]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Extension Education,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The minor in Extension Education is open to all interested baccalaureate students. [3] The minor requires a minimum of 15 credit hours, and the minimum grade for all courses counting toward the minor is a 'C'. [3] Current students can use the Change of Degree Application (CODA) to add, change or drop minors. [3]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Department of Agricultural and Human Sciences,A minimum grade of “C” is required for all courses counting toward the minor. [1],,,,,,,,"The minor inExtensionEducation is open to all interested baccalaureate students. The minor is especially appropriate for students interested in careers with the CooperativeExtensionSystem or other nonformal educational/community outreach organizations. The minor is especially appealing for those students in majors that touchExtension's core programs of agriculture and food, health and nutrition, and 4-H youth development, including: Agricultural Education; Agricultural Science; Agricultural and Resource Economics; Animal Science; Applied Ecology; Biological and Agricultural Engineering; Community Development; Communication; Crop and Soil Sciences; Family and Community Sciences; Food, Bioprocessing and Nutrition Sciences; Forest Biomaterials; Forestry and Environmental Resources; Entomology and Plant Pathology; Horticultural Science; Health and Exercise Studies; Landscape Architecture; Parks, Recreation, and Tourism; Poultry Science; Public Administration; Science, Technology, Engineering, and Mathematics Education; Textile and Apparel. Students completing a minor inExtensionEducation will become familiar with the organization, structure, and mission of CooperativeExtension; planning and delivery of nonformal educational programs; management and leadership of volunteers; communication media and technology; and leadership theory, principles, and skills. Courses used to satisfy the minor may not be taken for credit only. Course substitutions may be made with minor advisor and minor administrator approval.",,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"scholarships, grants, and assistantships",FALSE,,,FALSE,FALSE,,,False,
,Minor in Film Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"Students can apply for admission to the minor program in MyPack Portal. Admission is based on the student's academic record and generally does not require departmental review. [14] The program requires the completion of 15 credit hours at the 200 level or above, with no more than 6 transfer hours. [14] A minimum 'C' average (2.0) is required in the minor, and a grade of 'C-' or better must be earned in all courses for the minor. [14]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,"The minor is interdisciplinary, involving the Departments of English, Communication, and World Languages and Cultures, which are part of the College of Humanities and Social Sciences.",,,,,,,,,"The Departments of English, Communication, World Languages and Cultures, and the Programs in Interdisciplinary Studies contribute to a minor in Film Studies that is open to students across the university, except for student in the Film concentration of the Arts Studies or English degrees. The minor provides a comprehensive introduction to the art and industry of the cinema through courses in film analysis, history, theory, criticism, screen writing, and production. [5]",,https://catalog.ncsu.edu/,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Food Science,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,Students can declare their intention to pursue the Food Science minor by getting in touch with Dr. Keith Harris. An advisor will then be assigned to assist in course selection. [1],Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Agriculture and Life Sciences,,,,,,,,,"TThe food science minor gives you a competitive edge for employment in the food, pharmaceutical, and related industries in such positions as chemist, microbiologist, engineer, nutritionist, business specialist, or technical writer. [5] Coursework improves your knowledge and understanding of how food is produced. [5] It also gives you the flexibility to tailor the program to complement your major. [5] The Food Science minor is designed to provide students with important food science principles and concepts. [4] This minor will provide technical information to improve the student's knowledge and understanding of food and its manufacture. [4] While a comprehensive coverage of Food Science cannot be accomplished in 15 credit hours, flexibility in developing the minor permits tailoring each program to complement a student's major. An introductory course (FS 201 Introduction to Food Science) is required, but other courses at the 200, 300 and 400 level may be selected build on the basic discipline courses in the student's major. [4]",,https://catalog.ncsu.edu/,,,,FALSE,True,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based and need-based scholarships are available.,FALSE,,,FALSE,FALSE,,,False,
,Minor in Foreign Language and Literature,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"To be admitted to the program, a student must have a GPA of at least 2.0. [1, 2] Application for admission to any University minor program is now available via MyPack Portal. [1, 2] Admission will be based upon the student's academic record, and in most cases no longer requires departmental review. [1, 2] This minor is open to all NC State students, except English majors in the Literature concentration (16ENGLBA I6ENGLLLT). [1, 2]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"In keeping with the University's mission to provide an international curriculum, the World Literatures and Cultures minor offers N.C. State students (excluding English majors in Literature concentration) an opportunity to study literature and cultures outside the Anglo-American tradition. [6] Students will develop critical and analytical skills and enhance the global perspective essential in today's job market. [6] The minor offers choices from a range of courses that include film, animation, illustrations, texts, lyrics, and popular cultural references, with courses from History,. History of Art, Music, Philosophy, Religious Studies and Literature. [6] Readings are in English translation, but original texts supplied on request. [6] Many World Literatures and Cultures courses are cross-listed in the Department of World Languages and Cultures and the English. Department. [6]",,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Forest Management,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"The Minor in Forest Management is available to all baccalaureate degree students at North Carolina State University, with the exception of those majoring in Forest Management. [1] The program requires the completion of 15 credit hours, and a grade of 'C-' or better is necessary for all courses within the minor. [1] Students can apply to the minor through the online Change of Degree Application (CODA) process. [1]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Natural Resources,,,,,,,,,"The Department of Forestry and Environmental Resources offers a 15-credit hour minor in Forest Management that is available to all baccalaureate degree students at North Carolina State University except majors in Forest Management. The goals of the minor are to provide elementary knowledge of forest management, an appreciation for the value of forest resources, and an understanding of the need for sustainable management. The minor is particularly valuable to students majoring in related disciplines. [1, 2]",,https://catalog.ncsu.edu/,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in French,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,,Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,"The objective of the French minor is to enable students majoring in any field to acquire proficiency in an additional language, as well as enhance their understanding of the culture and knowledge of the countries in which French is spoken. [4]",,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Genetics,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To apply for the minor, students need 12 hours of credit at NCSU, a 2.0 cumulative GPA and C or better in GN 311. [1] The Genetics Minor requires 17 credit hours: 8 hours of required courses and 9 hours of electives. [1] A grade of 'C' or better is required for all Genetics Minor courses. [2] At least 9 credit hours used toward the minor must be completed at NC State University. [2] The Genetics Minor is available to all students except those majoring in Genetics. [2]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,"The Department of Genetics offers an undergraduate Minor in Genetics to provide students with strong preparation in the principles of Genetics and Molecular Biology, as well as preparation in ancillary fields such as Statistics and Biochemistry. [3, 4] This Minor is appropriate for (but not limited to) students with majors in Plant and Soil Sciences, Animal Science, Biochemistry, Biological Sciences, Computer Science, Crop Science, Environmental Technology, Mathematics, Microbiology, Natural Resources, Nutrition Science, Plant Biology, Poultry Science, and Zoology. [3, 4]",,https://catalog.ncsu.edu/,,,$103.85 for general fees per credit hour for NC residents.,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based and need-based,FALSE,,,FALSE,FALSE,,,False,
,Minor in German Studies,,,,,Undergraduate,Fall 2026,,,,,,Optional,Required,,,,False,False,True,,False,False,,True,False,False,False,False,True,True,False,False,,,,College of Humanities and Social Sciences,,,,,,,,,The minor in German Studies provides students with a sound and broad-based competence in the German language and acquaintance with the culture of the German-speaking world.,,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False,
,Minor in Global Health,,,,,Undergraduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Graphic Communications,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The Graphic Communications Minor is open to all NC State students except Technology, Engineering, and Design Education (TDE) majors. [1] Requires a 2.5 or better cumulative NC State GPA. [1] To be certified, students must apply to be admitted to the minor, submit the minor declaration form, complete 15 hours of required and elective courses with a 'C' (2.0) or better, and submit the minor certification form no later than the semester of graduation. [1]",Not Required,,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Education,,,,,,,,,"This fifteen-credit hour minor develops competencies in selecting and applying graphic techniques in both professional and avocational areas, provides in-depth study and authentic activities in visual science, and enriches visual perception and critical thought in graphic areas. Minor programs are individually designed to meet the needs of the student and to complement their major.",,https://catalog.ncsu.edu/,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"['Merit-based', 'Need-based', 'Leadership']",FALSE,,,FALSE,FALSE,,,False,
