Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level,level
,"The Department of Plant Pathology offers a graduate program leading to the Master of Science and Doctor of Philosophy degrees. The graduate program is designed to provide students with a broad and rigorous training in plant pathology. Students have the opportunity to focus on various aspects of the field, ranging from basic molecular biology to applied disease management. The Department of Plant Pathology at UW–Madison is known for its high-impact research, world-class faculty, and commitment to the success of its students.",https://guide.wisc.edu/graduate/plant-pathology/plant-pathology-ms/,,Master of Science in Plant Pathology,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"Plant pathology is the study of plant diseases, their causes, and their management. The Department of Plant Pathology at UW–Madison is one of the oldest and most prestigious in the country. The program offers graduate study leading to the Master of Science and Doctor of Philosophy degrees. Our faculty represent a broad range of research interests, including molecular biology, genetics, genomics, microbiology, ecology, and epidemiology. Our research covers a wide variety of plant-microbe interactions, including those involving fungi, bacteria, viruses, and nematodes, and we work on a diverse array of plants, including agronomic crops, fruits, vegetables, and forest trees. The goal of our program is to provide students with a rigorous and well-rounded education in plant pathology, preparing them for successful careers in academia, government, or industry.",https://guide.wisc.edu/graduate/plant-pathology/plant-pathology-phd/,,PhD in Plant Pathology,https://guide.wisc.edu/graduate/plant-pathology/plant-pathology-phd/plant-pathology-phd_requirementstext.pdf,,
Professional Option,"The Department of Political Science is a leading center for the study of politics. Students in our graduate program are trained in the core fields of the discipline—American politics, comparative politics, international relations, political theory, and methodology—and encouraged to pursue research and learning that crosses these boundaries. Faculty and students engage in diverse approaches to the study of politics, including behavioral, institutional, historical, and formal models. The Department of Political Science does not admit students for a terminal M.A. degree. Students are only admitted to the PhD program; the M.A. is typically earned as a milestone toward the PhD degree.",https://guide.wisc.edu/graduate/political-science/political-science-ma/,,Master of Arts in Political Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"American politics, comparative politics, international relations, political theory, and methodology","The Department of Political Science at the University of Wisconsin–Madison is one of the oldest and most respected in the nation. It consistently ranks among the top 20 departments in the country and is known for its excellence in research and teaching. The department offers a doctor of philosophy (Ph.D.) degree in political science. The Ph.D. program is designed to provide students with a strong foundation in the discipline of political science and to prepare them for careers in research and teaching. The department's curriculum is organized into five subfields: American politics, comparative politics, international relations, political theory, and methodology. Students are required to complete coursework in two of these subfields and to pass a preliminary examination in one of them.",https://guide.wisc.edu/graduate/political-science/political-science-phd/,,PhD in Political Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Clinical Outcomes Epidemiology,"The department offers the Master of Science (M.S.) and the Doctor of Philosophy (Ph.D.) in Population Health. The M.S. program is designed to provide students with the knowledge and skills needed to design, conduct, and analyze population health research. Students may choose a general population health path or a track in clinical outcomes epidemiology. The program provides a strong foundation in the core disciplines of population health (epidemiology, biostatistics, and health services research) and prepares students for careers in research, government, or the private sector.",https://guide.wisc.edu/graduate/population-health-sciences/population-health-ms/,,Master of Science in Population Health,https://guide.wisc.edu/graduate/population-health-sciences/,,
"Epidemiology, Health Services Research","The graduate program in population health aims to provide students with the knowledge and skills to conduct research and teach in the field of population health. Population health is an interdisciplinary field that draws on a variety of disciplines, including epidemiology, biostatistics, health services research, health economics, social and behavioral sciences, and environmental health. The curriculum is designed to provide students with a broad understanding of these disciplines and their application to the study of health and disease in populations. The Ph.D. program requires a minimum of 51 credits, including core courses, electives, and dissertation research. Students must also pass a preliminary examination and complete a doctoral dissertation.",https://guide.wisc.edu/graduate/population-health-sciences/population-health-phd/,,PhD in Population Health,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,The Department of Psychology is one of the top-ranked departments in the country. Our primary goal is to provide world-class training for the next generation of researchers in the field of psychology. Our graduate program is designed for students who are interested in pursuing a doctoral degree (Ph.D.). The Department of Psychology does not admit students to the Master of Science degree. Psychology graduate students are only admitted to the Ph.D. program and earn the M.S. degree as they progress toward the Ph.D.,https://guide.wisc.edu/graduate/psychology/psychology-ms/,,Master of Science in Psychology,https://guide.wisc.edu/graduate/psychology/psychology-ms/psychology-ms.pdf,,
Biology of Brain and Behavior; Clinical; Cognitive and Cognitive Neuroscience; Developmental; Perception; and Social and Personality,"The graduate program in psychology at the University of Wisconsin–Madison offers excellent training for students seeking the Ph.D. degree. The primary goal of the program is to train students for careers in research and teaching. The Ph.D. program is divided into six areas of specialization: Biology of Brain and Behavior; Clinical; Cognitive and Cognitive Neuroscience; Developmental; Perception; and Social and Personality. In addition, there are many opportunities for students to pursue interdisciplinary research. The Department of Psychology is characterized by a high degree of interaction among students and faculty in different areas of specialization.",https://guide.wisc.edu/graduate/psychology/psychology-phd/,The Clinical program is accredited by the American Psychological Association (APA) and the Psychological Clinical Science Accreditation System (PCSAS).,PhD in Psychology,https://guide.wisc.edu/graduate/psychology/psychology-ms/,,
"Social policy, health policy, energy and environmental policy, international policy, state and local policy, and education policy","The Master of Public Affairs (MPA) degree program provides students with the leadership and analytical skills they need to work in the public, private, and nonprofit sectors. The curriculum is based on a rigorous program of study in policy analysis and public management. Students develop the expertise to analyze information, develop policy recommendations, and lead people and organizations to address some of society’s most complex challenges.",https://lafollette.wisc.edu/academics/master-of-public-affairs/,"Network of Schools of Public Policy, Affairs, and Administration (NASPAA)",Master of Public Affairs,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Clinical Rehabilitation Counseling,"The M.S. in Rehabilitation Counseling is a 60-credit professional degree program that prepares students to work with people with disabilities to achieve their personal, social, psychological, and vocational goals. The program prepares graduates for employment in a variety of settings, including state vocational rehabilitation agencies, community-based rehabilitation programs, mental health centers, and private practice. Students in the program are required to complete a 100-hour practicum and a 600-hour internship in a rehabilitation setting. Upon completion of the program, students are eligible to sit for the Certified Rehabilitation Counselor (CRC) examination and are eligible for licensure as a Professional Counselor in the state of Wisconsin (with the completion of additional post-degree requirements).",https://guide.wisc.edu/graduate/rehabilitation-psychology-special-education/rehabilitation-counseling-ms/,The Master of Science program in Rehabilitation Counseling is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).,Master of Science in Rehabilitation Counselor Education,https://iarp-rehabpro.scholasticahq.com/article/147023-facilitating-knowledge-in-rehabilitation-counseling-professionals-on-caseload-management-a-pre-test-post-test-evaluation.pdf,,
,"The Ph.D. in Rehabilitation Counselor Education (RCE) is designed to prepare students for careers as counselor educators, researchers, and leaders in the field of rehabilitation counseling. The program is committed to excellence in teaching, research, and service that will enhance the quality of life for persons with disabilities. Students in the program develop advanced knowledge and skills in research and statistics, counselor education pedagogy, clinical supervision, and leadership.",https://guide.wisc.edu/graduate/rehabilitation-psychology-special-education/rehabilitation-counselor-education-phd/,The Ph.D. program in Rehabilitation Counselor Education is accredited by the Council for Accreditation of Counseling and Related Educational Programs (CACREP).,PhD in Rehabilitation Counselor Education,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Literature; Philology,"The Scandinavian studies program is one of the strongest and most well-rounded programs of its kind in North America. The department provides students with a high level of language proficiency and a broad knowledge of the culture, history, and literature of the Nordic countries. In addition to a focus on the core languages—Danish, Norwegian, and Swedish—the department offers regular instruction in Old Norse and occasionally in Finnish and Sámi. Faculty specializations range from the Viking Age to the present, with strengths in nineteenth- and twentieth-century literature, drama and film, folklore, and philology.",https://guide.wisc.edu/graduate/german-nordic-slavic/scandinavian-studies-ma/,,Master of Arts in Scandinavian Studies,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of German, Nordic, and Slavic+ offers a doctor of philosophy in Scandinavian studies. The PhD program in Scandinavian Studies at the University of Wisconsin–Madison is the oldest and most comprehensive of its kind in North America. The department offers its graduate students a wide range of opportunities for advanced study in the languages, literatures, and cultures of the Nordic countries. Students may specialize in literature, folklore, linguistics, or philology, with a focus on one or more of the Scandinavian languages (Danish, Faroese, Finnish, Icelandic, Norwegian, Old Norse, Sami, Swedish). The program’s strength lies in its interdisciplinary approach, drawing on the expertise of faculty in various fields, including history, media studies, and visual culture.",https://guide.wisc.edu/graduate/german-nordic-slavic/scandinavian-studies-phd/,,PhD in Scandinavian Studies,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"Literature, Linguistics, and Second Language Acquisition (SLA)","The Slavic program offers a Ph.D. and M.A. in Slavic Languages and Literatures. Students in the Slavic program study a broad range of topics in the fields of literature, culture, and linguistics, including second language acquisition. Our faculty works on Russian, Polish, and Czech literatures and cultures, and the linguistics of these and other Slavic languages. The Slavic program is an important component of UW–Madison’s world-renowned language and area studies programs. Slavic graduate students take advantage of the university’s extensive resources, including the Center for Russia, East Europe, and Central Asia (CREECA) and the many other departments that comprise the Language Institute.",https://guide.wisc.edu/graduate/german-nordic-slavic/slavic-languages-literatures-ma/,,Master of Arts in Slavic Languages and Literatures,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Literature; Linguistics,"The Slavic program at UW–Madison is one of the oldest and most prominent in the country. We offer a comprehensive and balanced program in Russian literature and culture and Slavic linguistics (which may include Russian, Polish, Czech, Serbo-Croatian, and Old Church Slavonic). We have a strong commitment to teaching and to the professional development of our graduate students. Our program provides rigorous training in the history of Russian literature and culture from its beginnings to the present day, as well as in the structures and history of the Russian language and other Slavic languages. Students in the PhD program develop a broad knowledge of Russian and/or Slavic literatures, cultures, and languages, as well as specialized expertise in their chosen area of research.",https://guide.wisc.edu/graduate/german-nordic-slavic/slavic-languages-literatures-phd/,,PhD in Slavic Languages and Literatures,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"Advanced Generalist Specialization (Focus areas: Aging; Child, Youth, and Family Welfare; Health; Mental Health)",The Sandra Rosenbaum School of Social Work at the University of Wisconsin–Madison is a professional school that prepares social workers for leadership in a variety of settings. Our Master of Social Work (MSW) program is designed to prepare social work practitioners for advanced practice with diverse populations and systems. The school offers a Full-Time MSW program and a Part-Time MSW program.,https://guide.wisc.edu/graduate/social-work/social-work-msw/social-work-full-time-msw/,The MSW program is accredited by the Council on Social Work Education (CSWE).,Master of Social Work,https://guide.wisc.edu/graduate/social-work/social-work-msw/social-work-full-time-msw/social-work-full-time-msw.pdf,,
,"The PhD in Social Welfare program is a research-oriented program. Our program is designed to prepare scholars for careers in research, teaching, and policy analysis in social welfare and related fields. Students define their own course of study with their advisors rather than being admitted into specific tracks. The curriculum focuses on social welfare and social science theory, research methods and statistics, and specific social welfare policy or problem areas.",https://socwork.wisc.edu/programs/phd-social-welfare/,,PhD in Social Welfare,https://socwork.wisc.edu/faq-phd/,,
,"Graduate study in sociology at the University of Wisconsin–Madison is primarily a PhD program. The department offers the master of science degree only as a requirement for the PhD. Students are admitted to the PhD program; the Master of Science degree is earned as a part of progress toward the PhD. The department does not offer a terminal master's degree. In the course of earning the PhD, sociology students take courses in theory, methods, and statistics, as well as several substantive subfields of the discipline.",https://guide.wisc.edu/graduate/sociology/sociology-ms/,,Master of Science in Sociology,https://guide.wisc.edu/graduate/sociology/sociology-ms/sociology-ms.pdf,,
,"The Department of Sociology at the University of Wisconsin–Madison is one of the premier departments in the world. Our mission is to provide students with a deep understanding of the forces that shape society and to equip them with the tools and techniques needed to conduct original research. Our faculty have diverse research interests, including aging and the life course; community and environmental sociology; demography and ecology; education; gender; health and medicine; law, politics, and social change; race and ethnicity; social psychology; social stratification; and work and organizations. We offer a rigorous and intellectually stimulating environment that prepares our students for careers in academia, government, and the private sector.",https://guide.wisc.edu/graduate/sociology/sociology-phd/,,PhD in Sociology,https://guide.wisc.edu/graduate/sociology/sociology-phd/,,
,"The Department of Soil Science at the University of Wisconsin–Madison is one of the oldest, most comprehensive, and most influential soil science departments in the world. It is a research-intensive department with a faculty of 16 and approximately 30 graduate students. Faculty are involved in every phase of the discipline, including soil chemistry, soil physics, soil biology and biochemistry, soil fertility, soil health, soil morphology and classification, and environmental soil science. The faculty’s work is characterized by strong basic science as well as practical applications. Research ranges from the molecular level to the field and global scale. The department has several unique strengths, including strong programs in soil physics and environmental chemistry, an unusually deep expertise in soil biology and biochemistry, and a world-class soil health program. The department also has a strong tradition of international engagement.",https://guide.wisc.edu/graduate/soil-science/soil-science-ms/,,Master of Science in Soil Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,Masters,
,"Soil science is the study of the soil as a component of terrestrial ecosystems. It is a fundamental and applied science that investigates the biological, chemical, and physical properties of soil and the processes that govern their behavior. Soil science also addresses the management of soils for agricultural and forestry production, and for the protection of water and air quality. The Soil Science Graduate Program offers M.S. and Ph.D. degrees in Soil Science. The department offers a wide range of specialties in soil science including soil ecology; soil chemistry; soil physics; soil mineralogy and micromorphology; soil fertility and plant nutrition; soil management, land use, and conservation; and soil-water-environmental relationships. Soil science faculty members also participate in the Nelson Institute for Environmental Studies and several other interdisciplinary programs including biometry, environmental toxicology, hydrological sciences, and water resources management.",https://guide.wisc.edu/graduate/soil-science/soil-science-phd/,,PhD in Soil Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"Spanish and Spanish-American Literature, Spanish Linguistics, or Spanish and Portuguese","The Spanish M.A. program provides students with a solid foundation in their choice of three tracks: Spanish and Spanish-American Literature, Spanish Linguistics, or Spanish and Portuguese. It is designed to be completed in two years, and emphasizes breadth of knowledge in the student’s chosen area of study. The master’s degree prepares students for more advanced graduate work at the doctoral level, or for careers in teaching, business, and government, among other fields. The master’s degree is a prerequisite for the Ph.D. in Spanish at UW–Madison.",https://guide.wisc.edu/graduate/spanish-portuguese/spanish-ma/,,Master of Arts in Spanish,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"Spanish Literature, Spanish Linguistics","The Department of Spanish and Portuguese is a vibrant community of students and faculty dedicated to the study of the languages, literatures and cultures of the Spanish- and Portuguese-speaking worlds. The Spanish graduate program offers both the M.A. and the Ph.D. degrees in Spanish, with two different concentrations: literature or linguistics. Many of the graduate students in the department's Ph.D. programs also opt for a doctoral minor in a related field or a Ph.D. specialization in a field such as Second Language Acquisition (SLA) or Transdisciplinary 18th- and 19th-Century Studies. The Department of Spanish and Portuguese is consistently ranked as one of the best programs in the country.",https://guide.wisc.edu/graduate/spanish-portuguese/spanish-phd/,,PhD in Spanish,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"Applied Statistics, Biostatistics, Statistics and Data Science, and Statistical Methodology","The Department of Statistics at the University of Wisconsin–Madison is a world-renowned community of scholars and students. It is one of the oldest and most prestigious departments in the country, and has been a leader in the development of statistical theory and methodology. The department offers several options for a Master of Science (MS) in Statistics. These include the Applied Statistics, Biostatistics, Statistics and Data Science, and Statistical Methodology options.",https://guide.wisc.edu/graduate/statistics/statistics-ms/,,Master of Science in Statistics,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Statistics,"The Department of Statistics at the University of Wisconsin–Madison is a world-renowned center for education and research. Statistics is a department in the College of Letters & Science. The PhD in Statistics program combines a strong theoretical foundation in the principles of statistics and probability with exposure to a wide range of application areas. Our PhD graduates have gone on to prestigious careers in academia, industry, and government.",https://guide.wisc.edu/graduate/statistics/statistics-phd/statistics-statistics-phd/,,PhD in Statistics,https://guide.wisc.edu/graduate/statistics/statistics-phd/statistics-statistics-phd/,,
"Food Systems, Housing, Land Use & Transportation, Sustainability & Environmental Planning","The Master of Science in Urban and Regional Planning (MS URPL) prepares students to become leaders in the field of planning. Through a solid foundation in planning theory and practice, students develop the knowledge and skills to help communities solve problems and improve the quality of life for all residents. Planners are uniquely equipped to address some of the most pressing challenges of our time, from climate change and social inequality to affordable housing and sustainable transportation. In the MS URPL program, students are encouraged to specialize in an area of study that aligns with their interests and career goals. Students may choose one of our established concentrations or work with their advisor to design their own.",https://dpla.wisc.edu/academics/graduate-programs/ms-urban-and-regional-planning/,Accredited by the Planning Accreditation Board (PAB),Master of Science in Urban and Regional Planning,https://dpla.wisc.edu/academics/graduate-programs/ms-urban-and-regional-planning/,,
,"The Ph.D. in Urban and Regional Planning (URP) is a research-oriented degree. It is intended for students who wish to pursue careers in university teaching and research or in high-level policy or research positions in the public, private, or nonprofit sectors. The URP Ph.D. program is flexible, allowing students to tailor their studies to their individual interests. It emphasizes an interdisciplinary approach to planning-related research and is designed to provide students with the knowledge and skills they need to conduct high-quality, original research that addresses the complex challenges facing cities and regions today.",https://guide.wisc.edu/graduate/planning-landscape-architecture/urban-regional-planning-phd/,,PhD in Urban and Regional Planning,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,PhD,
,"The School of Veterinary Medicine (SVM) offers a graduate program in Comparative Biomedical Sciences. The MS program in Veterinary Science is part of this program. Both the MS and PhD degrees are research-oriented and are designed to provide students with a solid foundation in biomedical research. Faculty members are nationally and internationally recognized for their excellence in research. The program provides students with an opportunity to work with faculty from each of the four departments of the SVM: Biomedical Sciences, Medical Sciences, Pathobiological Sciences, and Surgical Sciences. Research areas include: Immunology, Molecular and Cellular Biology, Neurosciences, Oncology, Physiology, and Virology. The program is committed to providing a high-quality educational experience for its students. The program is designed to prepare students for careers in research, teaching, and service in academia, industry, and government.",https://guide.wisc.edu/graduate/comparative-biomedical-sciences/veterinary-science-ms/,,Master of Science in Veterinary Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Comparative Biomedical Sciences (CBMS) graduate program, formerly Veterinary Science, offers Ph.D. and M.S. degrees and is administered by the School of Veterinary Medicine. The program provides exceptional graduate training in core sub-disciplines of biomedical sciences. This interdisciplinary program has its roots in several departments (Pathobiological Sciences, Comparative Biosciences, Medical Sciences, and Surgical Sciences) and provides a better understanding of animal and human health and disease. The program emphasizes an interdisciplinary approach to research to provide students with the skills for a variety of careers in academia, government, or the private sector. Students in the program choose from several areas of research including immunology, molecular and cellular biology, physiology, neuroscience, genomics, oncology, virology, and pathology.",https://grad.wisc.edu/program/comparative-biomedical-sciences/,,PhD in Veterinary Science,https://grad.wisc.edu/academic-programs/,,
,"The Department of Forest and Wildlife Ecology offers graduate programs leading to the Master of Science and Doctor of Philosophy in forestry and wildlife ecology. The programs are designed to provide students with advanced training in forest or wildlife ecology, management, and conservation. They are flexible and allow students to tailor their studies to meet their career goals. Students will learn the biological and social aspects of forest and wildlife management and conservation, and they will develop the skills needed to conduct independent research.",https://guide.wisc.edu/graduate/forest-wildlife-ecology/wildlife-ecology-ms/,,Master of Science in Wildlife Ecology,https://guide.wisc.edu/graduate/forest-wildlife-ecology/wildlife-ecology-ms/,Masters,
,"The Department of Forest and Wildlife Ecology offers the Master of Science and the Doctor of Philosophy in Wildlife Ecology. The PhD program offers a research-oriented program for those wanting an advanced degree for use in teaching, research, and/or management. Graduate study in wildlife ecology is a highly individualized program that a student and their major professor design. Many graduate students also participate in interdisciplinary programs such as the Nelson Institute for Environmental Studies or the agroecology program. Our goal is to provide a thorough knowledge of the principles of wildlife ecology and to develop the student’s ability to perform independent research and communicate the results to peers and the public.",https://guide.wisc.edu/graduate/forest-wildlife-ecology/wildlife-ecology-phd/,,PhD in Wildlife Ecology,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of Integrative Biology offers graduate programs leading to the Master of Science and Doctor of Philosophy in zoology. The department also offers a Ph.D. minor in zoology. The program is designed to prepare students for careers in research and teaching in the biological sciences. The department's faculty and students are involved in research on many levels of biological organization, from molecules to ecosystems, and use a wide range of approaches, including laboratory experiments, field studies, and theoretical modeling. Research areas in the department include cell and molecular biology, developmental biology, ecology, evolution, genetics, neurobiology, and physiology.",https://guide.wisc.edu/graduate/integrative-biology/zoology-ms/,,Master of Science in Zoology,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of Integrative Biology (formerly the Department of Zoology) is a leader in research and graduate training in the biological sciences. Graduate students in the Department of Integrative Biology (iBio) engage in research and teaching that explores the diversity of life through many different levels of biological organization. Our research programs span the range of biological questions from molecules to ecosystems, from the laboratory to the field, and from simple to complex organisms. The breadth of our research is reflected in our training programs. Research in iBio is roughly divided into three areas: Cell, Molecular, and Developmental Biology; Evolution, Systematics, and Genetics; and Ecology, Behavior, and Organismal Biology. Students are encouraged to pursue research within these areas or to explore the connections between them. Our graduate students have a long history of professional success. Our alumni hold faculty positions in many of the nation's leading universities and colleges. Others are leaders in state and federal agencies and in the private sector. The department offers a Doctor of Philosophy (Ph.D.) and a Master of Science (M.S.) in Zoology.",https://guide.wisc.edu/graduate/integrative-biology/zoology-phd/,,PhD in Zoology,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The JD degree is a three-year professional degree that prepares students to practice law. At the University of Wisconsin Law School, our curriculum emphasizes the 'law in action'—the idea that to understand the law, you must not only know the rules, but also how those rules work in the real world. This approach, which has been a hallmark of the UW Law School for more than 100 years, ensures that our graduates are prepared to succeed in a variety of careers. Outside the classroom, UW Law provides students with many opportunities to build their skills. We have one of the largest clinical programs in the country, and our students also participate in externships, internships, and a wide variety of student organizations and journals.",https://law.wisc.edu/academics/jd/,The University of Wisconsin Law School is approved by the Council of the Section of Legal Education and Admissions to the Bar of the American Bar Association.,Juris Doctor,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"Wisconsin Academy for Rural Medicine (WARM), Training in Urban Medicine and Public Health (TRIUMPH)","The University of Wisconsin School of Medicine and Public Health in Madison is a recognized leader in medicine and public health education. Our innovative ForWard Curriculum is a three-phase model that integrates basic, clinical and public health sciences. Students learn and apply principles of health and disease to individuals and populations, all while training in a variety of clinical settings across the state.",https://www.med.wisc.edu/education/md-program/,Accredited by the Liaison Committee on Medical Education (LCME).,Doctor of Medicine,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Doctor of Veterinary Medicine (DVM) program is a four-year professional program. The first three years of the DVM curriculum consist primarily of classroom and laboratory instruction. In the fourth year, students complete a series of required and elective clinical rotations in the UW Veterinary Care teaching hospital and at off-site locations. The curriculum is designed to provide students with a broad-based education in veterinary medicine, preparing them for a variety of careers in clinical practice, research, public health, and more.",https://guide.wisc.edu/graduate/veterinary-medicine-school-wide/veterinary-medicine-dvm/,The University of Wisconsin School of Veterinary Medicine is fully accredited by the American Veterinary Medical Association (AVMA) Council on Education.,Doctor of Veterinary Medicine,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Educational Specialist (EdS) program in School Psychology at the University of Wisconsin–Madison is a three-year program of study that prepares students for careers as school psychologists. The program is designed to provide students with the knowledge and skills necessary to work effectively with children, youth, families, and schools. The program emphasizes the importance of a scientist-practitioner model of graduate education and provides students with a strong foundation in both the science and practice of school psychology. The EdS program in School Psychology is fully accredited by the National Association of School Psychologists (NASP).",https://guide.wisc.edu/graduate/educational-psychology/school-psychology-eds/,The EdS program in School Psychology is fully accredited by the National Association of School Psychologists (NASP).,Educational Specialist in School Psychology,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Wisconsin Actuarial Science program has been designated a Center of Actuarial Excellence by the Society of Actuaries. The Graduate/Professional Certificate in Actuarial Science is a capstone program designed for students who have already completed a bachelor’s degree in a field other than actuarial science and who have a strong mathematical or statistical background. The certificate is not a degree program. It helps students prepare for the professional exams required to become an actuary. This certificate provides the opportunity for students to learn the foundations of actuarial science, including financial mathematics, probability theory, and actuarial modeling.",https://guide.wisc.edu/graduate/business-school-wide/actuarial-science-graduate-professional-certificate/,Center of Actuarial Excellence by the Society of Actuaries,Graduate/Professional Certificate in Actuarial Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The African Studies Program is a community of scholars and students on the University of Wisconsin–Madison campus whose research and learning focus on the African continent and its people. This multi-disciplinary program, a unit of the Institute for Regional and International Studies, is a national leader in teaching and research, and is designated as a National Resource Center for Africa by the U.S. Department of Education. It fosters an environment for those who want to investigate the many dimensions of African life, from languages to history, and from politics to the arts. Faculty and students engage with Africa-related issues in many of UW–Madison’s departments and professional schools, while the African Studies Program offers many opportunities for funding, study abroad, and professional development.",https://guide.wisc.edu/undergraduate/letters-science/institute-regional-international-studies/african-studies-certificate/,,Graduate/Professional Certificate in African Studies,https://guide.wisc.edu/undergraduate/letters-science/institute-regional-international-studies/african-studies-certificate/,,
,"The certificate program in bioinformatics provides graduate and professional students with a basic background in bioinformatics. Students from both biological and computational backgrounds are eligible for the certificate. Core courses cover topics in bioinformatics and computational biology. Elective courses are available in biological science, computer science, and statistics. The Bioinformatics Certificate program is intended for PhD and other graduate and professional students to acquire a basic background in bioinformatics. This is a burgeoning field that provides computational and statistical tools for analyzing the ever-increasing amount of biological data. The certificate is intended for students from both biological and computational backgrounds.",https://guide.wisc.edu/graduate/biomedical-informatics/bioinformatics-graduate-professional-certificate/,,Graduate/Professional Certificate in Bioinformatics,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Graduate/Professional Certificate in Business, Environment, and Social Responsibility (BESR) is designed to help students better understand the environmental and social challenges and opportunities that businesses face. The certificate provides students with a multidisciplinary perspective on these issues and equips them with the knowledge and skills needed to address them in a variety of organizational settings. Students will learn about the role of business in society, the environmental impacts of business activities, and the strategies and practices that businesses can use to improve their social and environmental performance. The certificate is open to all graduate and professional students at the University of Wisconsin–Madison.",https://guide.wisc.edu/graduate/business-school-wide/business-environment-social-responsibility-graduate-professional-certificate/,,"Graduate/Professional Certificate in Business, Environment, and Social Responsibility",https://guide.wisc.edu/graduate/business-school-wide/business-environment-social-responsibility-graduate-professional-certificate/,,
,"The Graduate/Professional Certificate in Entrepreneurship is designed for graduate students from any discipline across the UW–Madison campus who are interested in starting their own business or working in an entrepreneurial environment. The certificate program provides students with a foundational knowledge of the entrepreneurial process, including how to identify and evaluate opportunities, develop a business plan, and manage the growth of a new venture. The certificate is a partnership between the Wisconsin School of Business, the College of Engineering, and the Office of Vice Chancellor for Research and Graduate Education.",https://guide.wisc.edu/graduate/management-human-resources/entrepreneurship-graduate-professional-certificate/,,Graduate/Professional Certificate in Entrepreneurship,https://guide.wisc.edu/graduate/management-human-resources/entrepreneurship-graduate-professional-certificate/entrepreneurship-graduate-professional-certificate_text.pdf,,
,"The Department of Gender and Women's Studies offers a graduate/professional certificate in gender and women's studies. The program is designed for students already enrolled in a graduate or professional degree program at UW–Madison. The certificate provides a formal structure for students to pursue a specialization in gender and women's studies. The curriculum is designed to provide students with a solid grounding in the interdisciplinary field of gender and women's studies, including its history, theories, and methodologies. Students will learn to analyze how gender and sexuality intersect with other categories of social difference such as race, class, and nationality.",https://guide.wisc.edu/graduate/gender-womens-studies/gender-womens-studies-graduate-professional-certificate/,,Graduate/Professional Certificate in Gender and Women's Studies,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Graduate/Professional Certificate in Global Health is designed to provide students with a holistic understanding of global health issues. The curriculum is based on the concept that 'health' in a global context is a multifaceted, interdisciplinary field that addresses the health of individuals and populations across the globe. Students will learn to recognize the impacts of globalization on health and healthcare, understand the burden of disease in different regions, and appreciate the social, economic, and environmental determinants of health. The program aims to prepare future health professionals, researchers, and policymakers to work effectively in a globalized world.",https://guide.wisc.edu/graduate/population-health-sciences/global-health-graduate-professional-certificate/,,Graduate/Professional Certificate in Global Health,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,Graduate/Professional Certificate
